"回答日時","受付番号","回答ユーザ","第２回:キーワード①","第２回:キーワード②","第２回:キーワード③","第２回:キーワード④","第２回:キーワード⑤"
"2022/04/28 19:58","6087","31021047","自分も相手のことも知り、そのうえでお互いにとって何が良いのかを一緒に考える","自分と相手は違う","くよくよせずに嫌なこともある程度前向きに捉える","仕事のための知識を蓄える","自分を磨いて仕事を磨くことが社会のために良いものになる"
"2022/04/28 19:57","6086","25022624","様々な分野の連携","情報収集力","とことん調べて、決め手は自分の興味","様々な人(外国人)との対話","失敗してもポジティブに考えてリセット"
"2022/04/28 19:57","6085","25022141","自分の興味のない情報にも目を向ける","忙しくなると周りに目がいかないことを自覚する","対話を磨く","前向きに、悩みすぎないこと","最後まで諦めないことが大事"
"2022/04/28 19:57","6084","22020454","良いところを見て、悪いところを潰していくのが大切","興味のない情報にもアンテナ","体の余裕もだが、心の余裕も大切","忙しいとは心を亡くすということ","前向きなへこみは大切"
"2022/04/28 19:57","6083","29022286","トレードを作る","ビジネスに変える","色々な楽しみ方を考える","社会を知る","インターシップの経験"
"2022/04/28 19:57","6082","31021559","物事は結末が良いか悪いか誰にもわからないからこそ、悪いことが起こってもくよくよせず、すぐに立ち直ると良い方向にいく場合がある","忙しいということは心を無くすということ","掲示板、今であればネットから大学から発信しているものが発見できるように見過ごしている中にこそ自分の将来に必要なものがある","夢中になる中で心の余裕がなくなると周りが見えなくなってしまい、一生懸命してても結果的に仕事が回らなくなる","文化や多様性を抑えて人と対話する能力は世界を股に掛ける商売では必要であり、その対話する能力は信頼を得ることにつながってくる"
"2022/04/28 19:56","6081","22022733","大学からの情報をキャッチする","会社を何百社も見て回った","物事は良いか悪いか分からないからこそ前向きに","仕事では対話が大切","最後まで諦めない"
"2022/04/28 19:56","6080","34021299","大学からの情報を得ること。","うまくいかない時に悩みすぎないこと。","自分をリセットする方法を身につけておくこと。","最後まで諦めないこと。","どれほど忙しくても、心の余裕を持つこと。"
"2022/04/28 19:56","6079","38021231","自分を知り、相手を知る。","リラックスの時間を大切にする。","悪いことがあった時、反省は大事だかくよくよし過ぎない。","会話も大事であるが、対話することが世界では必要。","自分を磨き、仕事を磨くことで社会に良い影響を出せる。"
"2022/04/28 19:56","6078","26022508","自分にとって有益な情報を逃さない","心の余裕を無くさない","周りが見えなくならないようにする","気分転換、休憩を大切に","前向きな塞翁が馬"
"2022/04/28 19:55","6077","22020389","心の余裕","関わる人の喜びがやりがい","自分と相手のことを知る","人としての継続的な成長","前向きな塞翁が馬"
"2022/04/28 19:55","6076","29021117","全体を俯瞰しながらアイディアを現実化","発信された情報は見逃さずにキャッチ","自分を客観視して見つめ直すことによって心にゆとりを持つことが人との連携において重要","自分と相手が異なるものであることを認識","前向きな塞翁が馬"
"2022/04/28 19:55","6075","22022331","商社について","忙しいは心をなくすこと","自分を知る","相手を知る","やり続けることの大切さ"
"2022/04/28 19:55","6074","25020476","大学からの情報をキャッチして自分の将来を選択していく","忙しくなると周りが見れなくなるが、それを自分で意識する","詰まったときのために自分で気分転換する方法を用意することはとても重要","前向きな塞翁が馬を意識し、くよくよしすぎず自分で解決方法を見つける","背景の違う人と話す対話が社会や仕事で求められるスキルである"
"2022/04/28 19:55","6073","24021901","Kwickや紙の掲示板は情報の宝、埋もれないようにチェックすること","時間はなくても心の余裕は持つように。仕事がまわらなくなってしまう、仕事はチーム戦","バックグラウンドの違う人を理解し、知る姿勢を大切に。それが信頼につながり、仕事で成功の秘訣","諦めない。いい意味で塞翁が馬。出来なかったこと、失敗したことをポジティブに捉え、落ち込みすぎないこと。","社会や人のためになるシステムを作る(not一時のボランティア)。商社や営利目的の企業でも続くビジネスは「誰かのため」を考えたものばかり。"
"2022/04/28 19:54","6072","29021303","伊藤忠商事","インターンシップ","商売のボリューム","商売の深堀り","自分のことを知る"
"2022/04/28 19:54","6071","22022476","必要なことを自分でしっかりと受け止めることが大切","目に見えるものだけでなく見えないものを生み出す力が大切","ごろごろしたいと思った時はごろごろする","オンとオフの切り替えが大切","毎日自分の成長を見るのは楽しい"
"2022/04/28 19:54","6070","34021119","心のキャパシティを持つ","相手をみて自分を客観的に顧みる","自分と相手のことを知る","仕事でするのは会話ではなく対話","信頼関係"
"2022/04/28 19:54","6069","24022040","興味のないニュースでも、後に自分の将来に大切なことであるかもしれないから、kwicに流れる情報は全て目を通しておかなければならない。また、私たちは、見過ごしがちであるということを意識しておくことも大切。","自分自身に期待しすぎず、常に欠点があるということを自覚しておく。そして、その欠点を周りの人たちから声をかけられたときに治せるようにしておく。","忙しいという発言は相手を不快にさせてしまうかもしれない。理由は、忙しい人は心がないということだからだ。","会話と対話は背景が全く違う。また、日本での常識は世界と比べると全く違う。これら二つの違いを感じ身に着けるためには、関西学院大学に入学したならば留学をして身に付けることが一番良い。","一つの後悔や失敗を悩み続けない。その失敗があったから今が成り立っていると考える。成し遂げるためには、失敗しても継続することがとても大切である。"
"2022/04/28 19:53","6068","22022011","忙しくても心の余裕を持つことが大切","自分のことも相手のことも知る姿勢が必要","良いアイデアを出すには散歩をするなどの休息を取ることも大切","悪いことがあっても反省はして、すぐに前を向くことが大切","良いことも嫌なことも人生にはあるが、全て自分のためになるものなので楽しむことが大事"
"2022/04/28 19:53","6067","31020595","専門的な知識","心と心の共有","外の目","自分と相手のことを知る","前向きな塞翁が馬"
"2022/04/28 19:52","6066","23021269","埋もれている情報を見過ごしていることを自覚する","自分の状況を自覚できるかどうか","前向きな塞翁が馬","社会が求める力はたくさんの人と対話する能力","予測できないことに対する対処法を持つ"
"2022/04/28 19:52","6065","31021374","忙し時にも心の余裕を持つ","情報をキャッチする能力","色々な人と喋る","仕組みを知り回す","前向きに心を考える"
"2022/04/28 19:51","6064","24021470","プラスチックの需要は高い","商売ごとに稼ぎ方は違う","机はきれいにすること","悩みすぎない","前向きに考える"
"2022/04/28 19:51","6063","25022553","コンビニバイトの知識が今の仕事でも活きている","3年生で大学院に行った","人の気持ちに寄り添ってどうやって社会に立ち向かっていくか","大学院はもっと自分のやりたい（研究したい）ことができる場所","仕事を覚えるのは大変だったけど毎日毎日成長していく自分を感じていたから楽しかった"
"2022/04/28 19:51","6062","22022601","自分たちは情報を見過ごしがちである","自分が忙しいのに精一杯で周りが見えなくなる","自覚するのとしないのでは人間性の差が出てくる","外の目を持って周りに気づくことが大切","仕事で必要なのは対話だという感覚を磨くと 社会に出た時に色んな人々と言葉を交わせる"
"2022/04/28 19:51","6061","29022060","自分にとって有益な情報を見逃してしまうことがある","忙しくなっている自分を自覚する","物事をしっかり反省し前向きに考える","背景の違う人と言葉を交わす対話を磨く","悩んだ時にリセットできる方法を持っておく"
"2022/04/28 19:50","6060","23021460","情報収集の重要性","自ら物事を調べる","周りを見て行動に移す","外国に興味を持つ","前向きに考える"
"2022/04/28 19:49","6059","24020411","大学か掲載発信する情報には敏感になるべき","体の余裕よりも心の余裕の方が仕事に影響すること","反省はしっかりとしてすぐに前向きになるべき","自分なりのリラックス方法を見つけるべき","会話と対話はちがうということ"
"2022/04/28 19:49","6058","37021401","情報のキャッチ","見過ごしがち","商社は忙しい","自覚の重要さ","忙しいは心を亡くす"
"2022/04/28 19:49","6057","22021472","全体を見て物事を判断すること","失敗からすぐ立ち上がること","日本人は少数派であること","休憩を摂ることも大事","物事の善し悪しは見えるものでは無い"
"2022/04/28 19:48","6056","26021493","環境ビジネス","全体を俯瞰しながらアイデアを出す","国際経験","心の余裕、チームの連携","人との関わり"
"2022/04/28 19:48","6055","25022214","人生は自由なので、居心地の良い職場や部署を自分で取捨選択することができる。ただ、あえて自分の不得意な事をする事で成長につながることもある。","関わった人々を助け、笑顔にすることは大きなやりがいにつながる。","世界で活躍する人間になるための第一歩は、自分の事を理解した上で相手と接し、相手のことを理解する努力を惜しまない、ということだ。","良いアイデアを生み出すためには、リラックスしていることが第一条件！疲れた時は自分に嘘をつかずしっかり休息を取る！","不透明な毎日を生きる私たちは、一度転けたとしても立ち止まらずに、楽しみながら前を向いて歩かなければならない。"
"2022/04/28 19:47","6054","25019160","商社で働く面白味は、業種問わずに現状を俯瞰して共に仕事を進める事でより良いものを作れる","情報をいち早く察知して、どんなお宝が眠っているか分からないため、意識して情報を見る事が大切。","自覚して、忙しくなった時でも心に余裕を作る事で、良い仕事や周りとの関係を良好に築く事ができる。","自他の違いを理解し、対話をして心を通わせ、互いを尊重する事が大切。","苦しい状況や悩んでいる時でも、自分自身に色を付け、美味しくする事ができると、常に前向きに捉えて行動していく事が大事だと感じた。"
"2022/04/28 19:47","6053","23020526","正しく物事を捉えていかないと、方向性を見誤る","身体の余裕を無くすよりも、心の余裕を無くす方が仕事に影響が出る","どんなに忙しくても、心のキャパシティはある程度持っていないとダメ","自分のことを知る","自分自身が成長できる仕事に就く"
"2022/04/28 19:47","6052","29021363","ワクワクする方に行く","人生は自由","机をきれいにしないとアイデアがわかない","掲示板をまめにチェックして常に情報を探す","どんなに忙しくても心のキャパシティを持つ"
"2022/04/28 19:47","6051","26021317","商社に向いてる人はこれとしていない","商社では色々な人が活躍できる","前向きな塞翁が馬","学生時代の起業","商社の研修によるお金かけ"
"2022/04/28 19:46","6050","26020363","世の中を知る","自分に必要な情報をキャッチする","心に余裕をもつ","人は忙しくなると周りが見えなくなる時がくる","忙しいことは心を亡くすこと"
"2022/04/28 19:46","6049","27020134","SDGs","心の余裕","自分と相手を分析する","周囲に目を向ける","前向きが塞翁が馬"
"2022/04/28 19:46","6048","24020493","情報をキャッチするアンテナを常に張っておく","どんなに忙しくても心の余裕は持っておく","自分と違うバックグラウンドを持つ人と関わるためにまず自分のことをしっかりと知っておく","失敗は反省して、前向きに行動することが重要","社会が求めているのは対話する能力である"
"2022/04/28 19:46","6047","23020497","クイックを使いこなす。チェックする。","外の目をもつ。自覚する。","人との関わりが大事","会話と対話の違い","前向きな塞翁が馬"
"2022/04/28 19:45","6046","37022265","情報をキャッチする力","自分自身の状態を自覚する","会話と対話","人間万歳塞翁が馬","商売は社会のためにならないと続かない"
"2022/04/28 19:45","6045","24021730","情報の取捨選択","英語力の大切さ","自覚してるのかしてないのか","仕事を愛する","対話"
"2022/04/28 19:43","6044","23020535","大学からの情報をしっかり受け取る","仕事で必要とさせるのは対話","悩みすぎない","最後まで諦めない","商売は社会のためにならないと続かない"
"2022/04/28 19:43","6043","31020038","俯瞰的な視点","捉え方","信頼関係","他者の利益のため　Mastery for Service","捉え方"
"2022/04/28 19:43","6042","25022128","最後まで諦めずにがんばる","コンサルトと商社","周りをよく見ること","海外で役立つ英語力","落ち込まずに悩みを払拭する"
"2022/04/28 19:43","6041","22020366","心のキャパシティを持つことの重要性","自分にとってのモチベーションは何なのか","仕事を行う中で自分のことを知る、相手を知ることの姿勢が大切","外の目をもって気づく","沼にハマったときに沼から抜ける方法を自分で見つける"
"2022/04/28 19:42","6040","24020742","小さなものから新しいものをつくりあげることが大切","商社とは簡単に言うと何でも屋さん","商社の人材教育は手厚く、研修などで幅広い技能を得ることができる","会社は色々な価値観や個性を持っている人が集まることで、より良い商売を行うことができる","商売について考えるとき、環境やビジネスの創造につながり、社会を豊かにするものか検討する"
"2022/04/28 19:42","6039","25022132","全体を俯瞰しながらアイデアを生み出す","自分に合う会社に絞る","関わってくれる人が喜ぶように考える","体の余裕をなくすより心の余裕をなくさないこと","反省した上ですぐ立ち上がる"
"2022/04/28 19:41","6037","25020001","忙しい感じは心を失くす","向き合う、やり続ける、対応","背景が違う人との会話、対話","信頼関係","悩みすぎない、前向き"
"2022/04/28 19:40","6036","37021459","興味のない情報を意識することで成功に繋がることがある","自分の成長を楽しむ","心に余裕を持って人に接する、人を思いやる行動をとる","悩んだ時の自分にあったリフレッシュ方法を見つけて置くことが大切","最後まで一つのことと向き合うことで正解を導き出せることがある"
"2022/04/28 19:40","6035","24022285","忙しいときは外の目を持って気づく","好きなことを軸に仕事を選ぶ","前向きな塞翁が馬","掲示板の情報をチェックすることは大切","沼から出る方法を見つける"
"2022/04/28 19:40","6034","22020091","会話と対話","人生万事塞翁が馬","マスタリーフォーサービス","仕組みとして回していく","悪い事は長くは続かない、本当に嫌な事はやめる"
"2022/04/28 19:40","6033","24022838","机を切にすることでアイデアが浮かびやすくなる","物の動きを学ぶためにコンビニバイト","はりがみ、掲示板をチェック","日本のものを海外への商売はトレードの規模を大きくすることが大事","仕入れルート販売ルートどちらも現地へ行ってつなげていき、商売のボリュームを大きくしていった"
"2022/04/28 19:40","6032","25020512","国際的な経験の必要性","英語力","在宅ワークの向上","会話と対話の違い","自分を知ること、相手を知ること"
"2022/04/28 19:40","6031","22020452","伊藤忠商事","心の余裕","ユダヤ","自覚が大事","悩みすぎない"
"2022/04/28 19:38","6030","29021287","どんな時でも心のキャパシティをもつ。","真理が私たちを自由にする","塞翁が馬","自分のこと、相手のことを知る","嫌なことも長い目で見れば学び"
"2022/04/28 19:36","6028","26022036","プラスチックの品質はよい","海洋ゴミをリサイクル","外の目を気にする","前向きなさいおうがうま","知識のスキルアップ"
"2022/04/28 19:36","6027","25020147","人生は自由","外の目を持って気づく","人との関わり","心の余裕","商売"
"2022/04/28 19:35","6026","34020179","大学からの情報発信","心の余裕を持つこと","外からの目を持って自覚をすること","思い切り楽しむこと、前向きに","将来は社会のためでないと続かない"
"2022/04/28 19:35","6025","29021060","先を見据えて行動する。","前向きな塞翁が馬。","人の喜ぶことをモチベーションにする。","心に余裕を持つ。","情報をしっかり集める。"
"2022/04/28 19:35","6024","26020482","会話と同様に難しいのは対話","商社は海外と貿易を行っている。","日本は少数派の考えを持つ人間である。","失敗した原因を追究し次につなげることが大切である。","商売の一つとして現場に行くことがあげられる。"
"2022/04/28 19:34","6023","31020576","情報収集が大切","情報収集能力が不足してることを理解","多くの企業を調べること。","前向きな塞翁の馬","何かを成し遂げる人は最後までやり続けた人"
"2022/04/28 19:33","6022","22022811","心の余裕を持つことが大事","悩みから脱出する方法を考える！","周りを見て行動し、思いやりを持つ","とにかくやってみて、間違えた選択なら変えれば良い","自分が深く学んだことから次へとうまく繋いでいくこと"
"2022/04/28 19:32","6021","31022065","環境配慮","リサイクル","国際経験","人との関わり","対話する能力"
"2022/04/28 19:31","6020","22021479","若いときに経験を積むこと","大学からの情報は将来に役立つものもある","心の余裕をもって回りをよく見る","商社に向き不向きはない","人として成長し続ける、失敗してもすぐ前むく"
"2022/04/28 19:31","6019","39021010","人との信頼のネットワーク","自分の成長の過程を知る","心の余裕を持つ","死ぬまで練達していく","たくさんの人と対話する能力"
"2022/04/28 19:31","6018","24022106","心の余裕","人との関わり","自分と相手を知る","前向きな塞翁が馬","会話と対話"
"2022/04/28 19:31","6017","25022332","プラスチックの削減により新しいビジネスが生まれる","机の上はシンプルにアイデアが生まれやすくなる","掲示板は自分の人生のヒントになるものがある","インターンシップで自分に合った仕事を選んだ","状況が変わっても対応していく力が必要"
"2022/04/28 19:29","6015","38021035","自分にとっての宝となる情報を見つけること","どんなに忙しくても仕事をうまく回すには心のキャパシティが必要","前向きな塞翁が馬","たくさんの人と対話すること","良いこと悪いことは自分の力になる"
"2022/04/28 19:29","6014","29021283","関わってくれる人が喜んでくれることがモチベーション","自分、そして相手のことを知り、お互いにとって何がいいかを一緒になって考える","どんなに忙しくても自分のキャパシティーを持っておくべき","反省した後立ち上がることで、とてつもなくいいことにつながることがある","自分をリセットする方法を考える"
"2022/04/28 19:29","6013","24021102","前向きな塞翁が馬","失敗は自分の人生を美味しくする","嫌なことはずっと続かない","商売は社会のためにならないと続かない","心の余裕がないとき、自分がどんな行動をするか自覚する"
"2022/04/28 19:27","6011","29021451","世界を相手にするために必要な姿勢は自分のことを知ることと相手のことを知ること。その上でお互いにとっていい事を考えてビジネスを考える","色んな人がいる事で考えは偏らない","何がダメでどうしたらいいのかという反省はきちんとして、クヨクヨせずに前向きに進む","自分で考えていること以上のいいこと悪いことが起きるので精一杯楽しむこと、悪いことは長くは続かないし、それが自分の強さにもなるので前向きに捉えていくこと","周りに言われて自分の姿勢に気づく"
"2022/04/28 19:27","6010","23020440","どんなに忙しくても心の余裕を持つ","周りに目が行かなくなることを自覚する","仕事で必要なのは「会話」ではなく「対話」","仕事で必要なのは「会話」ではなく「対話」","未来のために、埋もれている情報を探す"
"2022/04/28 19:24","6008","25020372","自分が主体となって商売を作る","心のキャパシティを持っておく","関わっている人たちが喜ぶこと","人が好き","自分を知る、相手を知る"
"2022/04/28 19:24","6007","22022610","大学からの情報発信をしっかりキャッチ","自分が自覚してるかしてないか外の目をもって気付く","商売","日本人がいかに少数派か","前向きな塞翁が馬"
"2022/04/28 19:23","6006","34021133","心の余裕","周りが一緒に働きたいと思う人になる","商売の深掘り","自分のこと、相手のことを知る","前向きにクヨクヨしない"
"2022/04/28 19:22","6005","29021243","専門家としてのスキルを身に付ける","心にゆとりを持つ","自分なりのリセット方法","自分と相手が異なるものである認識","人生は自由"
"2022/04/28 19:22","6004","23020199","たくさんある情報から宝の情報をキャッチする","就職の際たくさん調べた、インプット大切。","忙しいと周りに目がいかなくなることなどを自覚する、自分のことを理解しておく。","何事も前向きに考えよう。","上手くいかなくても悩みすぎない。"
"2022/04/28 19:21","6003","22020063","商社は仲介的な役割をする。","情報を見逃さないことが大切","向き不向きはないが、商売が好きな人の方が商社はやりやすい","ファイナンスの知識自体は何歳でも必要","前向きな塞翁の馬"
"2022/04/28 19:21","6002","25020051","全体観の中で考える","心のリフレッシュ","情報を見落としがちであるという自覚","自分の心の余裕の把握","何かが見えるまではやり続ける"
"2022/04/28 19:20","6000","31022013","心の余裕を持つ","情報収集を怠らない","相手を知り、自分との「違い」を理解する","前向きな塞翁が馬","「会話」と「対話」"
"2022/04/28 19:18","5998","23021031","環境ビジネス","トレード","良いところを使い悪いところは減らす","リサイクル","自分で発信"
"2022/04/28 19:17","5997","22020415","情報を主体的に手に入れる。","心の余裕がないと仕事は捗らない。","前向きな塞翁が馬。","人との関わりにやりがいを感じる。","何かを成し遂げた人は最後まで諦めなかった人。"
"2022/04/28 19:17","5996","23020277","会話よりも対話できる能力が必要","前向きな塞翁が馬","自分自身をリセットする方法を確立する","自分のことを知る、相手のことを知る","嫌なことも自分の力になると前向きに捉え、悩みすぎないことが大切"
"2022/04/28 19:17","5995","31020570","良いところを使いながら悪いところを改善していく","やりたいことをやる","興味ないものの中に将来宝になるような情報が溢れている","精一杯楽しむ","嫌なことは長くは続かない"
"2022/04/28 19:17","5994","29021159","大学からの情報を見過ごさない","心の余裕を持つようにする","世界の人々とやり取りする際自分と相手を理解し対話する","反省をしたうえで前向きにいる","最後まで諦めず対応し続ける"
"2022/04/28 19:17","5993","26021165","前向きな塞翁が馬","商売は社会のためでないと意味がなく、そうでないと持続しない","今の辛さが後の幸せ、成功につながる","心に余裕が無くなっても、相手には丁寧に接することが重要で、信頼の構築につながる","まず自分、相手の事を知り、互いにとって何がいいのかを共に考えアイデアを生む"
"2022/04/28 19:16","5992","25020306","大学からの情報は自分の将来を大きく変化させてくれることもあるので、見過ごさないためにも確認するように意識することが重要であるということ","忙しい時でも心の余裕を持って、自分は周りが見えているかを外の目を持って気づき、態度を改めたり相手をしっかり見たりすることが、効率よく仕事をするうえで重要であるということ","仕事をしていく中で、休憩や気分転換、予測できないことに対して気持ちをリセットする方法を見つけることが大切であるということ","世の中でおこったことに対応し、最後まで努力して立ち向かうことが、仕事を行う上で大切であるということ","社会では、自分が想像する以上の良いこと、悪いことがおこるが、それらは自分の成長につながっており、失敗したとしても長く落ち込まず、前向きに捉えること重要であるということ"
"2022/04/28 19:16","5991","22021510","方向性を間違えないようにする","特殊性を学ぶためにアルバイトなどに取り組む","丁寧に言うのとぶっきらぼうに言うのでは時間は変わらないが後々変わってくる","心に余裕を持つ","実際に訪問してしっかりと考える"
"2022/04/28 19:13","5989","22020206","自分の興味のない情報の中に自分の未来に重要な宝のような情報がある、","様々な企業に行き、その中から吟味する。","社会に出て必要なものは対話。","奉仕の部分を意識して自分を鍛える。","嫌なことがあっても長くは続かない、自分の力になることもあるので前向きに捉える。"
"2022/04/28 19:13","5988","22022038","環境配慮が大切","何か一つをするのではなく色々なことをやるのが大事","全体を俯瞰しながらアイデアを出せる所がいい所","心の余裕を持つべき","何かを成し遂げる人は最後まで諦めない"
"2022/04/28 19:13","5987","25021434","大学の情報はこまめにチェックする。","商社はすごく忙しい。","客観的に自分を見ることができるかが重要。","仕事で必要なのは対話。","商社は社会のためにならなければ意味がない。"
"2022/04/28 19:13","5986","24020417","人生は自由","インターンシップ","マネジメント能力","ブランディング","スノーピーク"
"2022/04/28 19:12","5985","24021821","大学での学びや情報の中で将来自分にとって有益な情報を見つけ出し、収集する。","異文化理解に努め、国籍を超えた人とも交流、対話するスキルを身につける必要がある。","経験を活かしてビジネスを作り出す。","自分自身を作り出すことが大切であり、何事も前向きに捉えることが大切である。","関学のスクールモットーである奉仕のための練達を意識した行動を心がける。"
"2022/04/28 19:12","5984","25020102","就活はいろんな企業を見る","失敗を引きづらない","心の余裕を持つ","大学からの情報を手に入れとく","机を綺麗にする習慣"
"2022/04/28 19:12","5983","29021229","トレード","シフトチェンジ","全体を俯瞰する","対話による信頼の構築","自分なりのリセット法"
"2022/04/28 19:11","5982","36021024","情報を享受する","心の余裕を持つ","前向きな塞翁が馬","一つのことに向かえば、新たな発見が見つかる","適性を見つける"
"2022/04/28 19:08","5981","22020485","自分にとって必要な新しい情報に反応できるようにアンテナを張っておく意識が大切","心の余裕を保ち、周りを落ち着いてみることが大切","自分の癖や特徴を理解して、客観視しながら生きる。","人生における出来事をポジティブにとらえて、行動を止めないようにしていく","自分自身と相手の事を理解して、対話していく意識をもって相手に接する"
"2022/04/28 19:08","5980","24020387","塞翁が馬","何があっても凹まない","どんなことも前向きに考える","自分が悩んだ時の解決策を考える","商売は社会のためにならないと続かない"
"2022/04/28 19:07","5979","37021225","大学内での情報を確認","自分のやりたいことを実現する","人と関わり自分を知り相手を知る","うまくいかないとき悩みすぎない","自覚しているかで人間性の差が出る"
"2022/04/28 19:07","5978","22020442","前向きな馬を座右の銘としている","大学から得られる情報は常に意識しておくことが大切","最悪な状態として、心の余裕がなくなっていることが挙げられる。","グローバルに仕事をするためにはお互いを理解することが大切","商社は人を育てるために語学研修などに力を入れている"
"2022/04/28 19:06","5977","23020189","情報の宝を見逃さない","忙しい時ほど外の目を持って気づく","会話と対話","うまくいかないことは自分自身を美味しくするもの","心理が自分たちを自由にする"
"2022/04/28 19:06","5976","22021435","全体を俯瞰し、そこからチームを深めるためのアイデアを出す","意識せずとも、社会に出て活きてくる経験は今のうちからでも出来る","情報が溢れる環境の中で、自分にとってプラスになる情報を逃さない目を持つ","バックグラウンドが全く違う相手と対話するためには、まず自分を知る","自分にとっての失敗は、引きずるのではなくすぐに反省して切り替えることが重要。そのスピーディさが次の成功へと繋がる"
"2022/04/28 19:06","5975","34021112","何が行けなかったのかをすぐに理解しクヨクヨせずに反省し立ち直るために行動するべき","自分が何に対してワクワクするのかを見極めることが重要なぜなら人生は自由である","仕事は大変だが毎日自分が成長しているのを感じるのが楽しい","心の余裕があるかどうかが大きな違いを生み、そのことに気づくことが重要","相手の人のことをよく見ることで心の余裕が改善されていく"
"2022/04/28 19:04","5974","29019273","SDGs","新しい情報、流行に敏感に","どんなに忙しくても心に余裕を持って行動する","自分自身の性格を客観的に見て自覚することは非常に大切","休憩大事"
"2022/04/28 19:04","5973","29021347","自分達は見過ごしがちであると自覚するべき。","自分が周りを見れていないことに気づく、またはその瞬間を設定しておく。","忙しいと言うのはやめよう。心に余裕を持つべき。","仕事で必要となるのは対話、対話するスキルを関学でつけるべき。","悩みすぎないこと、また沼にハマった時に抜け出す方法を見つける。"
"2022/04/28 19:02","5972","24020187","善意は役立たない仕組みに答えがある","商売は社会のためにならないと続かない","前向きな塞翁が馬","悪い時にも前向きに捉える","真理は汝らに自由を得さすべし"
"2022/04/28 19:01","5971","22021684","環境ビジネス","心のキャパシティを持つ","人との関わり","自分と相手のことを知る","前向きな塞翁が馬"
"2022/04/28 19:01","5970","25022093","色々上手くいかないことがあるが、悩みすぎず、沼にはまらないこと","自分なりのリフレッシュの方法を早いうちに見つけておく","何か新たな発見があるまで世の中に対応して諦めずやり続けることが成功へのカギ","自分を磨き、そして仕事のスキルを磨く、そうすれば必然的に社会のために良いことが出来るようになる","背景が異なる人達と話す対話を通して、社会が求める力を身につける"
"2022/04/28 19:00","5969","26020615","大学からの情報を見逃さないようにする","就活では、多くの説明会などを回る","心の余裕のなさは、仕事に影響する","失敗を引きずらない","悩んだ時は、抜け出す方法を考える。"
"2022/04/28 19:00","5968","22021433","環境でビジネス","情報は常にキャッチ","心に余裕がないと仕事の効率も落ちる","失敗を恐れない","嫌なことは続かない"
"2022/04/28 18:59","5967","25017580","情報のキャッチ","心の余裕","自覚","前向きな塞翁が馬","会話と対話"
"2022/04/28 18:59","5966","24020334","大学からの情報発信をキャッチする力が必要である","どんなに忙しくても心のキャパシティを持つことが大切である","外目をもって気づくことが大切である。","世界を相手にする上で、自分の事を知り、相手の事を知る姿勢が大切である。","仕事で必要とされるのは対話である。"
"2022/04/28 18:59","5965","26020544","見過ごしがちな情報をちゃんとキャッチする。","どんなに忙しくても心の余裕をなくさない。心の余裕が無くなったら自覚をして外の目に気づくようにする。","前向きな塞翁が馬。反省はちゃんとするけど、すぐに立ち上がること。","まず自分のことを知る。それから相手のことを知る。","たくさんの人と対話できる能力を身につける。"
"2022/04/28 18:58","5964","22022462","情報収集","前向きな塞翁が馬","自分や相手のことを知る","仕事で必要とされるのは対話","商売は社会のためにならないと続かない"
"2022/04/28 18:57","5963","23020424","掲示板","心の余裕","前向きな塞翁が馬","対話","真理はなんぢらに自由を得さすべし"
"2022/04/28 18:57","5962","26020226","自分のことと相手のことを知り、お互いにとって何がいいのかを考える姿勢","自分なりの休憩や気分転換の方法を持っておく","ファイナンス知識は何歳になっても必要","前向きな塞翁が馬","今の時代ではマスタリーフォーサービスという考え方が重要であり、それがなければ事業の規模も大きく展開することができない"
"2022/04/28 18:56","5961","26021619","嫌な出来事も自分の力になる","嫌なことはやめていい","死ぬまで自分を練達する","一時的な花火ではなく継続的な取り組み","会話と対話"
"2022/04/28 18:55","5960","24021435","大学の情報?制度を理解する","働いてる人の印象や話を吟味","忙しくても心の余裕をもつ","たくさんの企業を調べる","善意は一時的にしか役に立たない"
"2022/04/28 18:54","5959","22020047","リサイクルは欠点をカバーする","プラスチックならプラスチックの良い所を活かして別の物に変える","自分で発信したことは自分に任せてもらう","休憩は大事である","人間として継続的に成長する"
"2022/04/28 18:54","5958","25021130","自分がやりたいと思ったことはすぐに取り組むこと","忙しくなると周りが見えなくなるが、自分を客観視して意識を正すことが重要だということ","自分に必要な能力は積極的に取り入れていくこと","「前向きな塞翁が馬」の考えを持ち、物事を前向きに捉えること","自分を磨いて社会の奉仕に努めること"
"2022/04/28 18:53","5957","25022560","プラスチック1万トンのビジネスが変わる","客に喜ばれ社会の役に立つ商売を作るのが商人","バイトなどの経験が社会経験として積み上がる","体の余裕を無くすより体の余裕を無くす方が影響がある","良くないことでも向き合うと答えが見えることがある"
"2022/04/28 18:52","5956","22021462","自分がなりがちな傾向について意識し、自覚する","外の目を持って気づく","背景が違う人と話す「対話」を大切に","前向きな人間万事塞翁が馬","自分の周りがどうなってもそれに対応する"
"2022/04/28 18:52","5955","22020074","大学からの情報をキャッチ","自分は大事な情報を見過ごしがち","相手のことをよく見る","マスタリーフォーサービス","商売は社会のためにならないと続かない"
"2022/04/28 18:52","5954","34021181","大学からの情報は大事","卓上をキレイにすることで効率アップ","就活は偏った業種にこだわらない","心の余裕","失敗を引きずらない"
