担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,参考情報, ,NGワード数,NGワード一覧,再履修
森,23021299,商社の面白さは全体を俯瞰しながらアイデアを出して、現実にしていくところである。,違うと思っても人生は自由。ただ商社の教育は手厚いため途中で抜けるのはもったいない。,気づくとぶっきらぼうにはいえない。相手の人のことを見ることが大事。,自分のことと相手のことを知ることが大事な姿勢。そこからお互い何がいいのか考えて商売していく。,奉仕の部分を意識しながら鍛えていくことがMasteryforServiceである。, , , ,,, , ,0,,再履修
森,23021303,商社のオーガナイザー的役割の魅力,学びに対する積極的姿勢,前向きな万事塞翁が馬,興味や面白さという感情を軸とした行動選択,自分と相手を知ろうとする姿勢の重要性, , , ,,, , ,0,, 
森,23021310,ワクワクする方へ,大学が発信している情報を掴む,どんなに忙しくても心のキャパシティを持つ,現場に行く,心と心の交流, , , ,,, , ,0,,再履修
森,23021318,商売をする時には利益を得るためだけではなく、社会や人の為になることでないと続かない。,常に仕事をし続けてると逆に良いアイデアが浮かばなくなるため、程よく散歩などの休憩をとる。,忙しいという言葉は、心が亡くなることを意味するため、多用するべきでは無い。,相手のことを理解するためには、まず自分を理解することが重要である。,商社は大きな会社だからこそ、偏ったタイプの人ではなく、色々なタイプの人を必要としている。, , , ,,, , ,0,,再履修
森,23021325,新しいことに挑戦,掲示板などの様々な情報に目を通す,人とかかわるという事をやりがいにする,前向きな塞翁が馬,いろいろ学んだうえでやりたいことを絞り込む, , , ,,, , ,0,,再履修
森,23021328,好きなことをするのが一番良い,社会のためにならなかったら儲かるというのは続かない,うまく行かないことがあっても次につながると前向きに捉える,会話対話する能力を身につける必要がある,良いことも悪いことも起こるが、楽しむことが大事, , , ,,, , ,0,, 
森,23021329,商社で働く魅力とはとにかく仕事が面白いこと「商売」の全体の仕組みが分かることが挙げられる。,商社の仕事は向き不向きはなくいろんな人が携わるべきであるが商売がすきな人は向いていると思う。,小林さんにとって仕事のやりがいとは彼が関わる人達が喜んでくれる姿を目にしたときであるようだ。,小林さんが仕事上で大切にしている姿勢は前向きな「塞翁が馬」であり悩みすぎないようにしている。,「忙しい」人は心を亡くしているとかくため心の余裕がない。相手に対する思いやりが大切である。, , , ,,, , ,0,, 
森,23021330,人間万事塞翁が馬。前向きであることが大切である。,真理は我らを自由にする。,学校からの情報を取り込む。自分で確認する。そのため飛び級の制度を知ることができた。,一日に6から7社をまわって、いろいろな会社を見る。,留学に行っていると有利になる。卒業生は小さい子どもの頃にカナダに留学していた。, , , ,,, , ,0,,再履修
森,23021336,働く魅力とは消費者目線で気づいた点を仕事に反映させること。人によってそれぞれである。,バイトをしていたことによって知識や社会経験を知ることに繋がった。自然と将来の役に立っている。,就職活動のために何社もチェックした。僕自身は「マスコミ」と限定的だがいろいろな企業に関心を持ちたい。,自分が忙しすぎて周りが見えていないことはよくない。そしてその状況に気づくことが大切。,対話は背景が違う人とコミュニケーションをとること。対話のスキルを身につけることが大切だと思った。, , , ,,, , ,0,,再履修
森,23021337,毎日自分が成長していくという実感を得るのは楽しい,体の余裕よりも心の余裕がなくなる方が仕事への影響が出る,前向きな塞翁が馬,休憩は大事だからごろごろしたいと感じる日は素直に休む,自分が未熟であると商売も成り立たない, , , ,,, , ,0,, 
森,23021340,総合商社は様々な事に取り組むことができ、全体を俯瞰することができる,商社の良い所は、自分が主体になって商売することができることと、お客様と一緒に商売することができること,忙しいと心の余裕がなくなる,関わっている人が喜んでくれるとやりがいを感じる,自分のことや相手のことを知ろうとすることが大事, , , ,,, , ,0,, 
森,23021341,海外で仕事をすると日本人がいかに少数派かがわかる,礎を作ったのはユダヤ人,会話と対話が大事,商売は社会のためにならないと続かない,苦しいことは自分の味を作ってくれていると前向きに捉える, , , ,,, , ,0,,再履修
森,23021348,心の余裕を持つこと,自分と相手は違うということ,前向きな塞翁が馬,会話と対話の違い,真理は君たちを自由にする, , , ,,, , ,0,, 
森,23021352,商社は人を育てるということにかなり力を入れている,自分のやりたいことをすることが会社の業績にも関わってくる,商社は自分が主体となって働けることに面白味を感じていた,自分が成長していくことが楽しい,体の余裕よりも心の余裕が無くすことが仕事に悪影響が出る, , , ,,, , ,0,,再履修
森,23021355,自分が興味のない情報の中に、自分にとって将来の宝になるようなものが生まれていることを見過ごしている,自分が周りが見えていないことを外の目を持って気づく,自分のことを知る,自分と相手は違うことを理解する,善意は役に立たない。仕組みに答えがある。, , , ,,, , ,0,, 
