"回答日時","受付番号","回答ユーザ","第３回:キーワード①","第３回:キーワード②","第３回:キーワード③","第３回:キーワード④","第３回:キーワード⑤"
"2022/04/28 16:31","4825","21022004","辛さとかがわからないくらい毎日必死だった","何かに必死になっているとき、そこに疑問は生まれない","熱中することはいいことだが、俯瞰的に見ることも大切","自分がどんな役に立つかわかる仕事はとても貴重なもの","弁護士になるには常に勉強を楽しむことが必要で勉強に限らずやると決めたら楽しむことが大切"
"2022/04/28 16:31","4824","24022245","今の時代はネットが発達してネットを使えばすぐに調べたりできるが、好奇心を持っていろんな現場に足を運んで自ら体験してそれを経験にする","インターンやアルバイトなどにも価値があるので、いろんなことを楽しんで主体的にやる","自分で考えて自分で行動することが、この先、良い方向に導いてくれる","大学は自分次第だから、授業などは主体的に積極的にすることが自分のレベルアップに繋がっていく","社会に出たら１つ１つ出会いが運命を変えるから、その１つ１つを大切にして生活する"
"2022/04/28 16:31","4823","29021477","反省はするがクヨクヨはしない。","Mastery for Serviceは一生物。","一つの領域ではなくて、様々な領域を俯瞰する。","不味いものは嫌だったら取り除けばいい。","嫌なことは長くは続かない。"
"2022/04/28 16:30","4822","31020081","知らないと怖いものはない","やると決めたら楽しむ","説得力が必要となる","時には厳しいことを言わなければならない","予測して聞かれる前に連絡する"
"2022/04/28 16:30","4821","24020805","継続は力なり","やると決めたら楽しむ","自分で考え、行動する","波が来たら乗る","実績→信頼→自信"
"2022/04/28 16:30","4820","24022370","自分も人の役に立つことができる","自分がちっぽけだと感じ始めたときが大人の始まり","自分で考え行動","波がきたら乗る","実績→信頼→自信のサイクル"
"2022/04/28 16:29","4819","22020070","自分で考えて行動する","実績→信頼→自信というキャリアの正のスパイラル","やりきる力","好奇心を持って足を運んで自ら体験して経験にする","やると決めたら楽しむ"
"2022/04/28 16:29","4818","25020632","100パーセントの熱量で仕事をする","表情を読みとる","来た波にはとりあえず乗ってみる","努力をせずに得られるものはない","何でも真剣勝負だと捉える"
"2022/04/28 16:29","4817","23020254","分かったいなきゃ怖いものなし","やると決めたら楽しむ","依頼者の立場に立つのではなく、第三者の視点を持たないと正しい判断が出来なくなる。","実績を上げ、信頼を得ることで自信につながる。","若い頃に自分で気づき、行動するという経験をした。"
"2022/04/28 16:29","4816","22020474","やると決めたら楽しむ","丸投げされるからこそ責任を持って働く","俯瞰的な視点で見る","一年目から自分で考えて動く","来た波に乗る"
"2022/04/28 16:29","4815","38021010","やると決めたら楽しむ","やりたいと思ったことに集中して取り組む","何事も自分でやってみる　経験","ものごとを俯瞰的にみる","わからなくても新しいことに挑戦　波に乗ってみる"
"2022/04/28 16:29","4814","22022021","物事は自分のペースで進めるのが一番よい。","別の視点から、全体を俯瞰しながら将来を見据えることが大切。","自分はちっぽけだと思うということは大人の始まり。","実績を残し、周囲の信頼を得る。信頼を得ると自信が持てる。それがまた実績を作る。","自分への利益以上に、他者への利益のために活用する。"
"2022/04/28 16:29","4813","25020499","ジャンルレス","色々な世界触れ、いろいろな知見を得る","自由だからこそ、しんどい選択をする","自分にプレミアをつける","環境をフル活用する"
"2022/04/28 16:28","4812","22022447","能力の高い人に囲まれて、自分の小ささを知ることが大人の始まりである。","自分で考えて自分で行動すること。","実績、信頼、自身、実績の生のスパイラル。","好奇心を持って色々な現場に行き、インターンやアルバイトなど自ら体験して経験すること。","自分の利益のみならず、他者の利益のために自分の知識を活用する方法を探していくこと（“Mastery for Service”の精神で）"
"2022/04/28 16:28","4811","24021747","説明の難しさ","何かをする時は楽しむ","自ら考えて行動すると自分の経験になる","実績を積むと信頼に繋がりそれが自信にも繋がる","法律を適用するのが最近では難しくなっている"
"2022/04/28 16:28","4810","22021536","やると決めたら楽しむ","第三者的に見ること","来た波に乗る","一つ一つの仕事は真剣勝負","自分の知識を他者の利益のために"
"2022/04/28 16:28","4809","39021012","やると決めたら楽しむ。","自分のことを小さい存在だと感じた時が大人の始まり。","一つ一つの仕事が真剣勝負。","仕事をオファーしている人に対し誠心誠意返す。","新しいことにチャレンジする。"
"2022/04/28 16:28","4808","22021053","自分がやると決めたら楽しむ。","物事を俯瞰的にみるここと。","迷ったらとりあえずやってみる。","引き受けたことは一つ一つ丁寧に。","好奇心を持って自ら足を運んで行動する。"
"2022/04/28 16:28","4807","22021576","やると決めたら楽しむ。","きた波に乗ってみる","予測される前に行動して、信頼関係を築く。","自分の知識を誰のために使うのか","好奇心を持ち、自ら探究する。"
"2022/04/28 16:28","4806","24022765","やると決めたら楽しむ","自分で考えて行動する","来た波にのる","実績→信頼→自信","自分がちっぽけと思うことが大人の始まり"
