"回答日時","受付番号","回答ユーザ","第3回:キーワード①","第3回:キーワード②","第3回:キーワード③","第3回:キーワード④","第3回:キーワード⑤"
"2022/10/04 23:24","323","29020453","やると決めたら楽しむ","仲間との支え合いは大切","来た波には乗る","努力をしない限り、得られるものはない","好奇心を持って現場に足を運び、自ら体験することが大切"
"2022/10/04 23:23","322","38022048","やると決めたら楽しむ","沢山の経験を積む","自分で考えて自分で行動する","来た波に乗り、しんどくても最後までやり遂げる","実績を作り信頼を得て、自信をつける"
"2022/10/04 23:15","321","37022457","自分の好きなものを宣言するのが専門分野","やると決めたら楽しむ","第三者的な視点を持つ","自分で考えて自分で行動する","自分の中にシラバスを作りシミュレーションする"
"2022/10/04 23:14","320","24022728","他者の利益のために、それを活用する方法を探す。","法律の勉強は絶対に無駄にはならない。","来た波に乗る。","自分が努力をしない限り、何か得られるものはない。","好奇心を持って、色んな現場に行って、自ら体験して、それを経験値にするべき。"
"2022/10/04 23:12","319","26022654","やると決めたら、楽しむ","自分がちっぽけだと感じる経験","波が来たら乗る","期待に誠心誠意、実績として返す","実績→信頼を得る→自身の繰り返し"
"2022/10/04 23:09","317","27020706","弁護士は裁判に行く人のイメージがあるが、実際は会議のようなものが多い","やるって決めたら楽しむ、いやだと思ったらできない","弁護士の仕事は第三者的に全力をつくすこと","新しい仕組みに法を適用させるのが難しい","来た波には乗る"
"2022/10/04 23:05","316","22021325","第三者の視点","やると決めたら楽しむ","やりきる力","波がきたらのる","他者の利益のために"
"2022/10/04 23:05","315","22021238","新人時代に、自分で考えて行動する","やると決めたらしんどくても楽しむ","いろんなところで出会った繋がりを大切に","自分の目で直接見て体験し、それを自分のものにする","留学"
"2022/10/04 23:04","314","37022031","自分のペース","やると決めたら楽しむ","毎日必死にやる","満足を感じていない","新しいことにチャレンジ"
"2022/10/04 23:02","313","24022780","やると決めたら楽しむ","司法試験","大人の始まり","自分で考えて自分で行動する","上司は選べない"
"2022/10/04 22:59","312","26022162","やると決めたら楽しむこと","熱中しているときでも俯瞰的に見るということを忘れないこと","自分で考えて行動できる環境、上司に出会うこと","実績をあげ、周囲の信頼を得て、自信をつけること","好奇心を持ち、いろいろな現場に足を運び、経験を積むこと"
"2022/10/04 22:51","311","37022497","自分のちっぽけさを知る","自分で考える","自分で行動する","やると決めたら楽しむ","司法試験"
"2022/10/04 22:46","310","29022113","やると決めたら楽しむことが重要","実績を上げることで、信頼が得られ、それが自信につながるという正のスパイラルがある","他者の利益のために自分の知識を活用するべきだ","大学時代は留学制度を活用するべき","好奇心を持って現地に足を運び、実際に体験したことを経験にする"
"2022/10/04 22:46","309","22019746","やると決めたら楽しむ","女性の職業選択","楽しむと決める","自信をつけるきっかけを作る","自分で考えて自分で行動する"
"2022/10/04 22:41","308","38022208","やると決めたら楽しむ","自分で考えてそれを実行する","実績を積むことで自信をつける","物事をやりきる","相手から信頼を得ること"
"2022/10/04 22:39","307","22022247","やると決めたら楽しむ、楽しむと決める","俯瞰的に見る、第三者視線で見ないといけない","どんなことでも前向きに捉える","実績を上げることで信頼を得て、自分の自信に繋がる","いろんな現場に足を運んでみる"
"2022/10/04 22:38","306","26022088","やると決めたら楽しむ","物事を俯瞰的に見る","ネットで完結せず自ら現場に行き、経験を積む","実績、信頼、自信のサイクルでキャリアは築かれる","波が来たときは乗る。乗る際に責任を持つ。"
"2022/10/04 22:35","305","29022406","やると決めたら楽しむ","きた波に乗る","納得いくまでする","好奇心を持つことの大切さ","他者の利益のために自分の知識を活用する"
"2022/10/04 22:32","304","25022083","自分が決めたことは、楽しむということが大切。","自分のちっぽけさは若い頃には分からない。それが、色々経験することにより、分かってくる。そこが大人の始まり。","実績を上げる→信頼を得る→自信につながる→実績に戻る。これがキャリアの正のスパイラル","自分の知識、利益を他の人の利益のために活用できる方法を常に探す。弁護士はそれを体現できる仕事である。","いろんなことがネットで調べられる時代だが、好奇心を持っていろんな現場に足を運んで経験することが重要。インターンやアルバイトを楽しみながら実際に経験することが大切。"
"2022/10/04 22:31","303","23022603","やると決めたら楽しむ","俯瞰的に物事を見る","来た波に乗る","自分が努力しない限り、得られるものはない","自分の知識は、自分の利益のためではなく、他者の利益のために使う"
"2022/10/04 22:29","302","22022238","やると決めたら楽しむ","自分で経験できるチャンスを掴みに行く","現状に満足しない","知らないことに対して興味を持つ","好奇心を持って主体的に体験しに行く"
"2022/10/04 22:28","301","26022174","知らないと怖いものは無い","底なし沼","やると決めたら楽しむ","時には厳しいことも言わないといけない","来た波に乗る"
"2022/10/04 22:26","300","25022554","初めから定めた目標でなくても、「やると決めたら楽しむ」。","大人になるにつれて、自分の存在をちっぽけだと思うようになるが、それが大人は始まりである。","波が来たら、誠意という実績を持って乗る。","自分の知識を他者の利益のために使う。","好奇心をもって、いろんな場所に足を運んで、自ら体験して、楽しんで、それを経験にする。"
"2022/10/04 22:25","299","24022087","やると決めたら楽しむ。","依頼者の思いを抱え込むこともあった。","第三者的視点を持つことが大切。","法律問題は決断の連続。","自分が努力しない限り得られるものはない。"
"2022/10/04 22:24","298","23021013","やると決めたら楽しむ","同じような事例を調べて確認をもらって進める","弁護士の仕事は第三者的にみて全力を尽くす","法律は決断の連続","若い頃は自分の存在がちっぽけだとは思わない"
"2022/10/04 22:22","297","23021018","「嫌だからやらない」という感覚がなかった、やると決めたことは楽しむ","弁護士の仕事は第三者的に(全体を俯瞰して)全力を尽くすことである","記憶がないくらい必死","自分の知識を自分の利益だけでなく、他者の利益にも使う","関学は私のすべての出発点"
"2022/10/04 22:20","296","23021137","やると決めたらやる","好きなことが専門分野になる","俯瞰的視点","証拠としての裏付け","来た波に乗る"
"2022/10/04 22:20","295","29021528","楽しむ","自信","波に乗る","チャレンジ","前向き"
"2022/10/04 22:06","294","26022563","やると決めたら楽しむ","自分のことをちっぽけと思うことが大人の始まり","自分で考えて行動することは将来の活躍につながる。","来た波に乗って、誠心誠意実績という形で返す。","実績を上げる→周囲の信頼を得る→自信を得るの繰り返し"
"2022/10/04 21:52","293","29022164","やると決めたら楽しむ","俯瞰的に物事を見る","来た波には乗る","知らないことの方が興味深い","自分が努力しない限り、得られるものはない"
"2022/10/04 21:52","292","34020283","やると決めたら楽しむ","第三者的な視点で弁護","若手からチャンスを","現状に満足しない","来た波に乗る"
"2022/10/04 21:42","291","38022541","やると決めたら楽しむ","全体を俯瞰して見る","熱意","責任感","来た波には乗る"
"2022/10/04 21:41","290","29022413","嫌だと思ったらできないので、やると決めたら楽しむ。","法律問題は、決断の連続であるので、その中で、決断が鈍るというのは、説明や情報が十分に与えられていない。","弁護士事務所に入って、新人なのにも関わらず、色々任せてくれたボスに出会ったことで、自分で考えて行動することができ、今にも繋がっている。","自分のホームページを作った理由は、実際に対面で会う前に、向こう側が情報を持った上で来られる方がギャップがなくて良い。","自分が努力をしない限り、何か得られるものはないので、1つ1つのお仕事は、全て真剣勝負である。"
"2022/10/04 21:40","289","29022467","やると決めたことは楽しむべき","自分に対して客観的にみることが大人の始まり","自分から行動することが大切","自信のもとは実績を残すこと","最後までやりきれる力が大切"
"2022/10/04 21:39","288","23021359","やりたいことが決まったなら、目標に向かって勉強しながらも楽しむ。","自身がちっぽけな存在であると認識する。","自分の頭で考えて、行動を起こす。","実績→信頼→自信の正のスパイラルによって、実績を積み重ねる。","社会において人との出会いが重要になる。"
"2022/10/04 21:36","287","26022021","やると決めたら楽しんでやる。やりたいこと楽しいことが出てきたらそれに集中する。","弁護士の仕事は第三者的に全力を尽くすこと。","若いうちは一人で判断して全てをやっているように思いがちだけど、人との繋がりや出会いが大事。","自分の知識を他者の利益のために使う。","関学は全ての出発点"
"2022/10/04 21:26","286","23021174","人との出会い","好奇心","経験","信頼、実績、自信","楽しむ"
"2022/10/04 21:26","285","26022362","やりたい事、楽しい事に集中する。","大変なことでもやると決めた事を楽しむ。","若いうちから自分で考えて自分で行動する。","実績で返し、信頼されると、自信につながる。","仕事をオファーしてもらった人に実績で返す。"
"2022/10/04 21:25","284","38022043","人の感情を理解する能力","弁護士は人の役に立つということを実感できる","実績を上げることで信頼と自信を得る","自分のペースでやりたいことをやる","企業で人を育てる"
"2022/10/04 21:22","283","31022586","やったことじゃないことがやりたいこと","依頼者と同じ立場ではなく違う目線で物事を考える","第三者的目線を持つ","時には相手にとって厳しいことを言う","知らないことの方が興味深い"
"2022/10/04 21:18","282","22022567","一度やると決めたことは楽しむ。","仕事をする上では、第三者の目線を持つことが必要。","来た波に乗り、誠心誠意実践で返す。","実績を上げることで周囲からの信頼を得ると自信を持てるようになり、その自信が次の実績に繋がる。","社会では人との出会いが自分を助けてくれる。"
"2022/10/04 21:05","281","24022182","やると決めたら楽しむ","弁護士の仕事とは第三者的に全力を尽くすということ","来た波に乗る","自分が努力しない限り得られるものはない","人の役に立てると実感できるのが弁護士という仕事の魅力"
"2022/10/04 20:59","280","36022013","やると決めたら楽しむ","コミュニケーション能力の必要性","継続力","自信を得るためのプロセス","主体性を持つ"
"2022/10/04 20:57","279","24021448","やると決めたら楽しむ","好奇心","自ら現場へ","繋がり","実行"
"2022/10/04 20:49","278","36022525","第三者的に全力を尽くす","新しいことにチャレンジしたい","知らないことが興味深い","一つ一つの仕事が真剣勝負","やると決めたら楽しむ"
"2022/10/04 20:48","277","36022340","やると決めたら楽しむ","自分がちっぽけな存在だと気づく日が大人の始まり","自分で考えて自分で行動する","波が来たら乗る","実績を上げ、周囲の信頼を得ることが自信に繋がる"
"2022/10/04 20:47","276","25022247","独立してから責任がより重くなる","来た波に乗ることが大切","自分が何か努力や行動しない限り得るものはない","苦労していることはチャットワークなど今までなかったものを今ある法律でどう解釈するかを考えること","弁護士は人の役にたてることを実感できる仕事"
"2022/10/04 20:32","274","24020241","知らないと怖いものはない","やると決めたら楽しむ","自分で考えて行動する","自分が不満なことを人にしない","好奇心を持って自ら足を運ぶ"
"2022/10/04 20:03","272","24021460","好奇心を持っていろんな現場(アルバイトやインターン等)に足を運んで、自ら体験して、それを経験にする","人との繋がりは大切にし、来た波には乗る","やると決めたら楽しむ","努力しなければ得られるものはない　何事も全力で取り組むこと","実績→信頼→自信のスパイラル"
"2022/10/04 19:58","271","23021127","やりたいことをやる","第三者からの立場で俯瞰的に見る","知らないと怖いもの知らず","やると決めたら楽しむ","周りに振り回されない"
"2022/10/04 19:58","270","23021455","やると決めたら楽しむ。","熱中するのは大切だが、俯瞰的に見る視点も大切。","最終的な結果まで色々想像しすぎないで波に乗ってみる。だが、来た波に乗るということはオファーしている＝波を作っている人がいるのだから、その人たちに実績という形で誠心誠意返さないといけない。","お金は降ってこない、自分が努力をしない限り得られるものはないからこそ、一つ一つのお仕事が真剣勝負。","実績を上げる、実績を上げることによって周囲の信頼を得る、信頼を得られると自信に繋がる、自信に繋がると実績に繋がる。実績→信頼→自信→実績というキャリアの正のスパイラルになる。"
"2022/10/04 19:56","269","26022159","この世の中は法律で回っている","やると決めたら楽しむ","物事は俯瞰的に見るべきである","来た波には乗る","人との出会いが自分を助ける"
"2022/10/04 19:38","268","23022525","知らないと怖いものがない","やると決めたら楽しむ","第三者的な視点を持つ","自分が努力しない限り得れるものはない","波が来たら乗る"
"2022/10/04 19:14","267","23022615","やると決めたらポジティブにやる","自分の存在がちっぽけだと気づく時、大人になる","来た波には乗る","一つ一つのお仕事は真剣勝負","実績→信頼→自信"
"2022/10/04 19:05","266","23022327","自分のペースでもいいからやると決めたら最後まで楽しんでやり切る。","あまり先を深く考えずに来た波に乗る。","努力しない限り何か得られるものは無いため、ひとつひとつ真剣勝負でやり切る。","今の自分に満足しない。","まずは実績を上げ、信頼を得て自分の自信につなげる。"
"2022/10/04 18:59","265","38021544","自分がやると決めたので楽しむ。","自分で考え、自分で行動しなければならないと思った。","実績を得ることで信頼を得る。","自分が全部役に立たないかもしれないが、自分が役に立つところがあるのをわかった。","直接体で経験してみて、足で走りながら経験して欲しい。"
"2022/10/04 18:46","263","22022590","自分が好きなものを宣言する","やると決めたら楽しむ","自分で考えて自分で行動する","伸び代","来た波には乗る"
"2022/10/04 18:40","262","23021608","実績","信頼","好奇心","体験","経験"
"2022/10/04 18:36","261","25022317","やると決めたら楽しんでやる","自分で考えて行動する","来た波には乗る","実績をあげて信頼を得ると自信がつく","好奇心を持って行動し経験する"
"2022/10/04 18:32","260","23021305","楽しんで過ごす","人との繋がり","現場に足を運ぶ","好奇心を持って行動する","関学の看板を背負っている"
"2022/10/04 18:25","259","29021340","専門分野とは自分が好きなものを宣言することだ。","やるって決めたら、楽しむ","「自分って役に立つんだ。」ということがわかった嬉しさを知って、仕事に自信を持てるようになった。","来た波には乗る。 流れに身を任せるというわけではなく、波をつくっているひとがいるから、来た波には全力で返す。つまり一つ一つの仕事は真剣勝負。","お金は降ってこない。自分が努力しないと何か得られるものはない。"
"2022/10/04 18:22","258","23022302","やると決めたら楽しむこと","まだ伸びしろがあるから自分に満足しない","相手から送られてきた波にのる","実績→信頼→自信と繋げていき、更にまた繰り返していく","自分で考えて行動することを誰かに言われてからではなく初めからする"
"2022/10/04 18:13","257","23021186","やりたいことはやってないこと","やると決めたら楽しむ","第三者の目線","現状に満足しない","来た波には乗る"
"2022/10/04 18:08","256","23022609","やると決めたら楽しむ","自分の芯を持つ","俯瞰的に見る","自分で考え行動する","来た波に乗る"
"2022/10/04 18:07","255","24021143","やりたい事を宣言する","ペースを崩さない","やると決めたことは楽しむ","経験したことを教え合う","全体を俯瞰して考える"
"2022/10/04 18:04","254","22021840","自分の意思でやると決めたことは楽しむ。結果自分達の未来を作ることになる。","自分で考えて行動する。その際に、相手に聞かれる前に連絡をするなど信頼関係を築く上で大切。","一つ一つのお仕事は真剣勝負であり、誠心誠意返すために、来た波に乗る","実績をあげる⇒信頼を得られる⇒自信に繋がる⇒実績に繋がるというスパイラルを大切にし、人の役に立てることを実感できる。","人との出会いが自分を助けてくれるので、好奇心を持ち自ら現場に出向き、体験することが、自分自身の価値観を広げる行為に繋がる。"
"2022/10/04 18:04","253","29021345","やったことないことがやりたいこと","知らないと怖くない","やると決めたら楽しむ","第三者的視点","来た波に乗る"
"2022/10/04 18:00","252","23022252","俯瞰的に見る視点","自分で考えて行動する。＝主体性","より良いボス、上司に会う重要性","人の利益になる方法を探す","自信を得るためには信頼を獲得し、その結果実績もついてくる。"
"2022/10/04 17:56","251","29021288","実務と試験で必要な異なる知識","自分のペースを大切にしている","第三者からの視点での努力","クリアな状態でのスタートの重要さ","他者の利益のための知識の活用"
"2022/10/04 17:52","250","26020131","やると決めたら楽しむ","仕事は第三者的に全力を尽くす","新しいことにチャレンジすることが好き","人との出会いが大切","好奇心を持って体験してそれを経験に変える"
"2022/10/04 17:50","249","24021104","自分がやりたいことを口にする。そうしたら仕事が舞い込んでくる。","やると決めたら楽しむ。","新しいことや、人に勧められたことには挑戦してみる。自分で挑戦していくことで成長できる。職場環境や上司にもよるが。","一つ一つの仕事に真剣勝負で信頼関係を大切に挑む。","前向きに取り組む。新しいことを学び続けていく。の二点が弁護士には大切。"
"2022/10/04 17:44","248","23022190","自分がやると決めたことは楽しむこと。","一つ一つのことに丁寧に取り組む。","好奇心を持ってチャレンジする。","自分で考えて自分で行動する。","将来を見据えて行動する。"
"2022/10/04 17:44","247","23021134","実績を上げる","自ら考え行動する","第三者視点を持つ","来た波に乗る","やると決めたら楽しむ"
"2022/10/04 17:42","246","29022140","専門＝好きなものを宣言する","どうせやるなら楽しむ","自分で考えて自分で行動する","伸びしろ","来た波には乗る"
"2022/10/04 17:41","245","24021773","やると決めたら楽しむ","自分で考えて行動する","実績をあげる","信頼を得る","自信をつけることができる"
"2022/10/04 17:40","244","26021523","やると決めたら、楽しむ","若い時から色んなことを自分で考え、行動することが大事","次々と出てくる新しい仕組みを理解し続けることが大切","来た波には乗る","人との出会いが自分を助けてくれる"
"2022/10/04 17:32","243","24022084","自分に自信を持つ","人との巡り合い","熱を持って取り組む","自信がなければ連絡するなどしてきちんとクリアにする","自分の能力だけでなく人との出会いも大事"
"2022/10/04 17:26","242","24022268","どうせやるならしんどいよりも楽しむ","やると決めたら楽しむ","証拠で裏付ける","波が来たら乗る","実績で返す"
"2022/10/04 17:25","241","23022133","勉強に楽しみをみつける","やると決めたら楽しむ","自分と相手とで物の考え方が違うことを理解する","波が来たら乗る","実績→信頼→自信→実績…と続いていく"
"2022/10/04 17:22","240","22021286","自分がやりたい事や楽しいと思う事に集中するという事","どんなに大変な事でもやると決めたら楽しんで挑むという事","社会に出たら周りの能力の高さに、自分はなんてちっぽけなんだと思うことがあるがそれを実感することが重要であるという事","新人のうちから自分で考えて、行動していた事が今の活躍につながっているという事","自信をつけるには何か実績をあげ、周囲からの信頼を得る事で自信に繋がるという事"
"2022/10/04 17:20","239","25021558","好きな事でも苦手な事でも、やると決めたら楽しむと決めることが大切。","現状のスキルに満足せずに、さらに自分のスキルを向上させようとする。","自分に来た波は乗ってみて、チャンスを手繰り寄せる。","人との出会いが大切で、その出会いが自分のことを救ってくれる。","情報だけでなく、インターンや留学など実際に現場に足を運んで体験することが大切。"
"2022/10/04 17:20","238","23022510","自分のやりたいことをやる","自分で考えて自分で行動","傾聴","伸び代","来た波に乗る"
"2022/10/04 17:16","237","23020313","やると決めたら楽しむ","よいボスとの出会い","目の前にある仕事に打ち込む","自分の知識を他社の利益のために使う","ネットを使わず自ら体験する"
"2022/10/04 17:16","236","26022377","やると決めたら楽しむ","人との出会いは自分を助けてくれる","マイペースが大事","来た波に乗る","自分で選んで経験して欲しい"
"2022/10/04 17:13","235","37022602","スタートのところが大事","本当にこれで授業を進めていいのか","来た波には乗る","知らないことの方が興味深い","他人の利益のために活用できる方法を探す"
"2022/10/04 17:10","234","22020214","自分で思考し行動に移す。","お金は降ってこない。","仕事は全て真剣に取り組む。","努力しない限り仕事は自分のもとへこない。","知らないことに挑戦をする。"
"2022/10/04 17:08","233","29022157","やると決めたら楽しむことが大切でやりたいことはやってみるという精神が必要である。コミュニケーション能力や新たなことを前向きに捉えることが大切になる。","日本中の優秀な人が集まってきて、競うような中で気づいたこととして司法試験のような自分との戦いではなく人と比べるようなことが辛かった。しかし、人の役に立てるということが最も実感できる仕事が弁護士であると感じている。","新人弁護士として働く中で、所長のクライアントに対して説明が不十分なところもありながら、所長に全て任されたことで自分で考えて行動することができ、これが今につながっている。","弁護士の仕事は第三者的な目線から物事を俯瞰し将来をも見据えることが重要である。この言葉が仕事の進め方や決断をする際に生かされている。","独立したことにより一層責任感を持つようになり、今に満足することなく先を考えていることが大切である。来た波は乗ることで新たな何かが訪れたりもする。"
"2022/10/04 16:59","232","23021505","勉強の楽しさ","チャレンジ","信頼関係","責任","真剣勝負"
"2022/10/04 16:57","231","26021588","歩みをオープンにする","何事も不満と思ったことはない","現状に満足しない","伸びしろと思う","来たチャンスを掴む"
"2022/10/04 16:54","230","37022446","やると決めたら楽しむ","第三者の視点から全体を俯瞰してすることが大事","相手の決断が鈍るのは自分が適切な説明ができていないから","伸びしろがあると思って現状に満足しない","自分が思ってるものの意味と相手が思ってる意味は異なっている"
"2022/10/04 16:53","229","24022416","イメージがなかったら、実際に見た方がいい。","やると決めたら楽しむ。嫌だと思ったら出来なくなる。","弁護士の仕事は、依頼者の思いをかかえこまない、第三者的に全力を尽くすこと。全体を俯瞰する。将来も考える。","自分の仕事に自信がなかったが、成功体験により、自分にも役に立てることがあるんだと気づけた。","出会いはとても大切、若い頃は自分の能力でやっていけると思いがちだが、社会に出たら人との出会いが自分を助けてくれる。"
"2022/10/04 16:52","228","29022440","やらないといけないことはやると決めたら楽しむ","仕事をする中で熱中することは大切だが、第三者的な観点を持たないといけない","大人になっても伸びしろはある","最終的な結果を想像せず、波に乗ってみる","仕事にはコミュニケーション能力や勉強を楽しむ力、熱意が大切"
"2022/10/04 16:50","227","22021711","わからないことを潰していくこと","やると決めたら楽しむ","全体を俯瞰的に見ること","来た波には乗る","聞かれる前に連絡すること"
"2022/10/04 16:47","226","38022319","資格試験であっても、試験内容と実務が同じであるとは限らない。試験に通ってからが本番である。","試験のために勉強するのではなく、勉強していたらいつのまにか試験に通っていたというか境地に至ることを目指す。","やると決めたら、楽しむ。","成功体験は重要である。自分の自信につながり、大変な仕事を続ける気力になる。","弁護士であってもお金が降ってくるわけではない。どんな仕事でも真剣に取り組むことが重要である。"
"2022/10/04 16:46","225","23021588","第三者的な俯瞰する視点が大事","出会いの重要性","やると決めたら楽しむ","実績→信頼→自信","好奇心を持って色んなとこに足を運ぶ"
"2022/10/04 16:45","224","25021692","経験が成長につながる","横のつながり","第三者的視点","来た波には乗る","迷ったらやる"
"2022/10/04 16:42","223","26021050","やると決めたら楽しむ","来た波には乗ってみる","人とのつながりの大切さ","新たな知識を学び続ける","実績、信頼、自信のサイクルをまわす"
"2022/10/04 16:37","222","25020031","実務と資格の勉強で習うことでは大きく異なる。","法廷に立って争うのは年に数回の話で、それまでの準備やヒアリングの方が非常に長い。","やるならば楽しむ。","来た波には乗る。","疑ってかかるより、一度受け入れるべき。"
"2022/10/04 16:26","221","26022205","法律事務所ではひたすら、裁判所に出す書面を作っている。","何事もやると決めたら楽しんで頑張る。","弁護士というのは第3者の立場でやる。","自分がちっぽけな存在だと思い始めたら、それが大人への第一歩。","今の自分に満足せず、まだ伸び代があると思い頑張る。"
"2022/10/04 16:19","220","23022092","やると決めたら楽しむ","来た波には乗る","一つのことに楽しめる力を持つ","対立当事者のどちらにつくかが大切","実績を上げることによって信頼を得る。信頼を得られると自信につながる。"
"2022/10/04 16:19","219","32022305","やるなら楽しんでやる","波に乗る","知らないことが興味深い","聞かれる前に聞く","目の前の仕事をやる"
"2022/10/04 16:19","218","24021745","やりがいがあるのはクライマックス","仕事には責任が伴う","今までなかったものに対して法律が生まれている","関学での出会いで人生が始まった","好奇心を持って現場で経験する価値がある"
"2022/10/04 16:18","217","29020144","勉強と実務で必要になる知識は違う","日本で一番難しい試験","この世の中が法律で回っている","第三者的な視点","自分が努力をしない限り、得られるものはない"
"2022/10/04 16:17","216","23022592","弁護士になる前となった後でのイメージが違うかった。","やると決めたら全力で楽しむこと。","熱中することは良いことだが、物事を第三者的視点で見る必要がある。","成功体験が自分の自信につながった。","周りに流されずできたから、自分のやりたいことをやろうと思えた。"
"2022/10/04 16:15","215","24022583","やると決めたら楽しむ","役に立てたという嬉しさ","ちっぽけな自分に気づく","プライドを持って働く","楽しむということは自分で変えられる"
"2022/10/04 16:14","214","26021426","やると決めたら楽しむ","波が来たら乗る","誠心誠意返す","実績を上げて周囲の信頼を得て自信につなげる","好奇心を持って自ら経験する"
"2022/10/04 16:11","213","24022073","学生の間にたくさんの経験を積む","いつでも自分から動くことの大切さ","自分の強みを理解して、仕事に求められることをつなげることが必要","社会に出ると自分がちっぽけな存在であること認識する日が来るが諦めない","やると決めたら楽しんで最後までやり抜くダラダラしても何の意味もない"
"2022/10/04 16:09","212","37022225","努力をしないと何も得られない","自分の知識を他人の為に使う","好奇心を持って自分から足を運ぶ","やると決めたら楽しむ","自分で考えて自分で行動する"
"2022/10/04 16:07","211","37022274","自分が不満だと思ったことはしない。","いかに事実として正しくても、証拠を提示できなければならない。","傾聴が大切である。","来た波に乗り、新しいことに挑戦する。","ずっと楽しんで学ぶ力がないとしんどくなる。"
"2022/10/04 16:07","210","26022019","決めたことを楽しんで取り組む","自主性と積極性が実になって今に繋がっている","俯瞰的に物事を捉える","弁護士は人の役に立ちたいという思いが実感できる","結果を出す事で自信がつきそれがまた新たな実績に繋がっていく"
"2022/10/04 16:07","209","25021675","やると決めたら楽しむ","来た波には乗る","今の自分に満足せず、伸びしろを持つ","経験が自分を成長させてくれる","対人関係、信頼関係が仕事をする上で大切"
"2022/10/04 16:03","208","26021521","契約書作成","検察","成功体験","司法試験","クライアント"
"2022/10/04 16:03","207","24022090","できないと決めつけない。やってみないとわからない。","来た波にはのる","他者の利益の為に自分の能力を使うにはどうしたらいいのか考える","第三者的な視点を持たなければいけない","自分が努力しない限り何か得られないものはない。"
"2022/10/04 16:02","206","25020673","やると決めたら楽しむこと、そして最後までやり切ることが大切。","自分で考えて自分で行動することが大切。","自分に色々な仕事を任せてもらえるような上司に出会えることが大切。","現状に満足することなくさらにチャレンジを重ねていくことが大切。","実績を上げる事によって周囲からの信頼を得ることで自信をつけることが大切。"
"2022/10/04 16:01","205","26022272","やると決めたら楽しむ","人との出会いは自分自身を助ける","来た波に乗ってみる","自分が小さいものだと感じられた時初めて大人になれる","まずは行動する"
"2022/10/04 16:01","204","34020132","やると決めたら楽しむ","実績→信頼→自信→実績のサイクル","自分の無力さに気づく＝大人への第一歩","第三者の視点で俯瞰的に物事を捉える","考えて行動に移す"
"2022/10/04 15:56","203","25020294","自分が未熟であることを自覚し、自ら考え行動することが大切","人との繋がりで、新たな発見出会いからやりたいことが見えてくる","波が来たら乗り、波を作ってくれた人に精神誠意をもって実績を残す→実績を残したことにより自信が生まれる","傾聴力","現時点で満足しないせず高みを目指し続けることが大切"
"2022/10/04 15:50","202","25021177","やると決めたら楽しむ","波に乗ってみる","新しいことにも挑戦する","努力なしでは得られない","信頼をなくさない"
"2022/10/04 15:46","201","23021598","好奇心を持って自ら現場へ行き、さまざまなことを経験するべき。","やると決めたら楽しむ。","実績を上げることによって、信頼を得、それが自信につながる。そしてまた実績へ。","弁護士はマスタリーフォーサービスを実践しやすい。","学生時代にできるなら留学しとくべき。"
"2022/10/04 15:43","200","24021304","常に勉強しなければならないが、楽しんでそれに向かっていく","自分が努力しない限り得られるものはない","全体を見据えて、俯瞰的に将来を見て何が最善か考える","mastary for serviceの精神で自分の知識を他者の利益になるようにどう活用するかを考える","弁護士の仕事は第三者的な視点を持って尽くすことが大切"
"2022/10/04 15:39","199","24022823","やると決めたら、楽しむ","自分のやりたいことを突き通す","色々なことが出来る機会に参加する","自信をつけるために、実績を積み上げ、信頼を得るというサイクルをつくった","来た波にのる"
"2022/10/04 15:36","198","26020344","やりたいコト、楽しいことが出てくれば、とことん集中する。","やると決めたらそれを楽しむと決める。","来た波に乗り実績という形で周囲の信頼を得る","実績→信頼→自身という正のスパイラルが大事である。","目標は立てていないが、目の前にきた仕事を忠実にこなしていく。"
"2022/10/04 15:29","197","26022352","弁護士的の仕事は第3者敵に全力を尽くすこと","全体を俯瞰し将来を見据える","成功体験が、自分が役に立てるんだという自信に繋がる。","できなかったという経験を活かす","叱責信頼自身という正のスパイラル"
"2022/10/04 15:27","196","22022592","経験することが大事","時には厳しいことを言うことも大切","決断には十分な情報が必要","努力しない限り得られるものはない","前向きに捉える"
"2022/10/04 15:24","195","26022145","やると決めたら楽しむ","第三者的目線を常に持つ","自分の存在がちっぽけに感じるタイミングが大人の始まり","きた波に乗る","実績　信頼　自信　正のスパイラル"
"2022/10/04 15:24","194","22022831","自分自身が未熟であることを自覚して、自分で考え行動することが重要","新たな発見や出会いによって、自分のやりたいことが見えてくる","成功体験や、自らの実績を残すことによって自信が生まれる","傾聴力が重要","現時点での自分に満足せずに、常に高みを目指し続けることが重要である"
"2022/10/04 15:24","193","23021258","実務で必要な知識","基礎","知らないと怖いものはない","スタートが大事","来た波にはのる"
"2022/10/04 15:14","192","24022194","必死にやる時は疑問を持たず、やると決めたら楽しむことが大切。","今ある友人や教授、バイトの仲間など人との出会いを大切にする。","自分に満足することなく、常に好奇心を持って勉強に取り組んだり、経験を積んでいく。","来た波に乗り、新しいことにどんどんチャレンジしていく。","何事にも常に真剣勝負。"
"2022/10/04 15:11","191","25020226","就職しない人生","卒業してすぐ結婚する人生","やりたいことに集中する純粋さ","来た波には乗る","新しいことをやり切る力"
"2022/10/04 15:06","190","25020267","やりたいことに集中する","やると決めたら楽しむ","俯瞰的に見る","自分で考え、自分で行動する","信頼関係を築く"
