"回答日時","受付番号","回答ユーザ","第3回:キーワード①","第3回:キーワード②","第3回:キーワード③","第3回:キーワード④","第3回:キーワード⑤"
"2022/10/10 14:57","2819","26022261","やりたいことは楽しんでやる","第三者としての目を持つ","新人であっても自分で考え行動することも大切","どんな仕事でも一つ一つ丁寧に","実績→信頼→自信"
"2022/10/10 14:56","2818","26021468","書面作りが多い","やると決めたら楽しむ","実績、信頼、自信のサイクル","独立後は個人と企業の案件が半々","好奇心をもって現場に足を運ぶ"
"2022/10/10 14:56","2817","24022705","専門分野は自分が好きなものを宣言すること","やると決めたら楽しむ","弁護士の役割は第三者的な視点を持たないとダメ","法律問題は決断の連続","自分が努力しないと何か得られるものはない。だから1つ1つの仕事が真剣勝負。"
"2022/10/10 14:56","2816","36022371","波が来たら乗る","実績信頼自信の正のスパイラル","自分のちっぽけさに気づくこと","やると決めたら楽しむ","全ての出発点"
"2022/10/10 14:55","2815","24021420","やると決めたら楽しんでやる","女は資格を持っておく","自分で考えて自分で行動する","自分で努力する必要がある","信頼関係を築く"
"2022/10/10 14:55","2814","31022054","自分の現状に満足しない","新たな環境下で自ら行動することの大変さ","自分の実績が周りの信頼に繋がり、自信が生まれる","人との出会いの大切さ","やると決めたら楽しむ"
"2022/10/10 14:55","2813","29022301","自分の好きなことを追い求めてそれを仕事に絡ませる","自分で楽しむと決める","信頼関係を大切にする","逃げずに何事もポジティブにやる","将来のことを考えながら相手のことを思う"
"2022/10/10 14:54","2812","26022138","やると決めたら楽しむ","自分がちっぽけだと理解するこれが大人の始まり","実績→信頼→自信→実績→信頼→自信","周りの意見を気にしないこと","好奇心を持ってやりたいことを実際に現場に行ったりしてやる"
"2022/10/10 14:54","2811","31022006","やると決めたら、楽しむ","あらゆることを楽しむと決める","自分で考えて、行動する","来た波に乗る","自責　信頼　自信"
"2022/10/10 14:53","2810","23021237","やると決めたら楽しむ","人との出会いは大切","自分の役割を考えてみる","自身の利益だけでなく他者の利益も考えてみる","関学に入って人生が始まった"
"2022/10/10 14:53","2809","31021548","弁護士は裁判よりも会議とかの方が多い","学生の時から弁護士になるために色々している人が多い","上の人から言われたことは全てやると思ってた","企業で人を育てる","やると決めたら楽しむ"
"2022/10/10 14:53","2808","37021416","来た波に乗る。","自分の知識を他者の利益のために活用して、 mastery for serviceを実践している。","学生のときにやりたかったことは留学","全ての始まりは関学","好奇心をもって、いろんな現場に足を運んで、自ら体験して、それを経験にして欲しい。"
"2022/10/10 14:52","2807","24021203","やると決めたら楽しむ","自ら考えて自分で行動","自ら体験して自ら経験","波が来たら乗る","知らないと怖いものはない"
"2022/10/10 14:51","2805","26022387","やると決めたら楽しむ！","人の役に立っていることが実感できる仕事である。","法律の勉強はどんな場面でも、絶対に無駄にならない。","他者のために自分の知識を活かす。","学生生活をとにかく楽しんで過ごしてほしい。"
"2022/10/10 14:50","2804","23021026","やると決めたら楽しむ","自分の存在がちっぽけだと感じた瞬間が大人のはじまり","自分が努力しない限り、得られるものは無い","一つ一つの仕事が真剣勝負","関学は全ての出発点"
"2022/10/10 14:50","2803","34022190","やると決めたら楽しむ","自分で考えて自分で行動する","波が来たら乗る","他者の利益のために","好奇心を持っていろんな現場に足を運んで自ら体験してそれを経験に"
"2022/10/10 14:50","2802","29022220","弁護士は裁判に行くという印象があるが、実際は署名を集めたり会議をしたりすることが多い","小島さんがマイペースで成功したように、自分のタイミングでするのが良い","つらいことや先の見えないことでもやると決めたら楽しむ","弁護士は知識しかない中で事例を当てはめて事案を裁くので、経験を積んだ今でも難しい","小島さんの上司は仕事を自分のやりたいように任せてくれて責任を感じたが、それが今の活躍に繋がっている"
"2022/10/10 14:49","2801","23022567","企業で人を育てる","決めたらポジティブに","自分で考え行動","他人の意見を聴く","仕事は真剣勝負"
"2022/10/10 14:49","2800","37022415","やると決めたら楽しむ","自分をちっぽけだと分かると大人になれる","自信は実績を上げ信頼を得るとつく","自分の知識を他者の利益のために使う","好奇心を持って色々なことを体験する"
"2022/10/10 14:49","2798","26022494","やると決めたら楽しむ","物事を俯瞰的に見るのが大事","全ての仕事に全力で","聞かれる前に連絡すると信頼関係を築ける","前向きに取り組めないとしんどくなる"
"2022/10/10 14:48","2797","24022112","小さなきっかけから、将来の職業につながるかもしれない。","楽しみながら、やり続けられることを探す。","自分が出来なかったことの経験も生かすことができる。","周囲の信頼を得ることで、自信も得られる。","自信は実績に繋がる。"
"2022/10/10 14:48","2796","23020457","役に立った感","ちっぽけな存在","好奇心","関学のネットワーク","やると決めたら楽しむ"
"2022/10/10 14:47","2795","23022328","やると決めたら楽しむ","俯瞰的に物事をみる","自ら考えて自ら行動する","来た波には乗る","現場で体験したことを自分の経験にする"
"2022/10/10 14:47","2794","24022097","専門分野とは自分が好きな物を宣言することである。","やると決めたら楽しむ。","弁護士の仕事は第三者的に全力を尽くすことである。","経験が自信に繋がる。","来た波には乗る。"
"2022/10/10 14:47","2793","23022194","やるって決めたら楽しむ","全部は役に立たないが自分に出来ることはある","来た波には乗る","弁護士は人の役に立てる","目の前に来た仕事に精一杯取り組む"
"2022/10/10 14:46","2792","29022343","やると決めたら楽しむ","俯瞰的に見る視点を持つこと","弁護士という仕事では社会・人の役に立つことを実感できる","法律を学ぶことは弁護士だけでなく、あらゆる場面で役立つことになる","実績を上げることで周囲の信頼を得る。それが自信につながる"
"2022/10/10 14:46","2791","23022292","最終的な結果まで想像しすぎないレベルで波に乗ってみることも大切。","お金は降ってくるものではない。自分が努力しない限りなにも得ることはできない。","人の役に立っているというのを実感できるのが弁護士の魅力。","法律の勉強は無駄にはならない。法律の勉強をしているからこそ活かせる職業に就くことができる。","目の前の仕事を楽しむ。大きくなることを意識しすぎず、目の前にあるものに誠心誠意向き合う。"
"2022/10/10 14:46","2790","25020602","楽しむと決める","様々なことに興味を持ってチャレンジする","チャンスを掴む","実績を持って信頼を獲得する","信頼から自信、そして実績につながる"
"2022/10/10 14:46","2789","29021433","自分のやったことがないことに挑戦する。","諦めない大切さ。","連絡は怠らない。","自分の利益<他者の利益","一つひとつの仕事に真剣勝負"
"2022/10/10 14:46","2788","22020441","やると決めたら楽しむ","自分で考えて自分で行動する","波が来たら乗る","人との出会いが大切","好奇心を持って色々な現場に足を運んで自ら体験して経験にする"
"2022/10/10 14:46","2787","24022024","誠心誠意返す","他人のために動く","自分で考えて行動する","やると決めたら楽しむ","Masterty for serviceの実践"
"2022/10/10 14:45","2786","31022307","専門分野とは、自分の好きなものを宣言するということだ。","やると決めたら楽しむ。嫌だと思ったらできない。","大人になると自分の存在がちっぽけだなあと思う時が来る。それが大人の始まり。","来た波に乗るということは、波を作っている人がいて、その人たちに誠心誠意返さないといけない、実績という形で。","社会に出ると、人との出会いがすごく自分を助けてくれるという経験をする。"
"2022/10/10 14:45","2785","23022654","自分で考え自分で行動することが大切","波が来たらのり、成功につなげる","実績を上げることは周囲の信頼につながる","好奇心をもっていろんな現場に足を運び、自ら体験して経験を積んでいくことが大切","やると決めたら楽しむ"
"2022/10/10 14:44","2784","25022442","聞き上手になる","仕事を頼まれる存在になる","声をかけられたらのってみる","波にのってみる","新しいことに挑戦する"
"2022/10/10 14:43","2783","25021255","楽しむと決める ","新人でも様々なことに挑戦する","波が来たら乗る","実績を作り信頼を得る","信頼から自信にそして実績に繋がる"
"2022/10/10 14:42","2780","38022421","やると決めたら楽しむ","第三者的な視線を持つ","来た波には乗る","１つ１つの仕事に真剣勝負","自分の知識を他者の利益のために活用する"
"2022/10/10 14:42","2779","23021447","やると決めたら楽しむ","努力","楽しむ力","留学","価値"
"2022/10/10 14:42","2778","25022558","何事にも参加してみること。","興味を持ったら行動すること。","人間関係の大切さ。","趣味が何かに結びつくことがある。","常に向上心を持つことの大切さ。"
"2022/10/10 14:42","2776","25021291","マイペースで周りに流されなことが何かをやり通すのに大事である。","何か物事をやると決めたら楽しんで実践する。","物事の波に乗ることもときには重要である。","自分が努力しない限りなにか得られるものはない。","人生は大学生活から始まる。"
"2022/10/10 14:41","2775","29020577","専門分野は自分の好きなものを宣言すること","勉強しているのが楽しく、全く苦でなかった","やるって決めたら楽しむ","第三者的視点で俯瞰的に見ることは大事","来た波には乗る"
"2022/10/10 14:41","2774","23022431","やると決めたら楽しむ","波に乗ってみる","知らないことの方が興味深い","一つ一つの仕事は真剣勝負","好奇心を持っていろんな現場に足を運ぶ"
"2022/10/10 14:41","2773","23021286","好奇心","来た波に乗る","自ら体験にし経験にする","支え合い","やると決めたら楽しむ"
"2022/10/10 14:41","2772","26021564","やると決めたら楽しむ。","早めに実戦経験を積むとメンタルはキツいがその後のタメになる","第三者視点をもつ。","自分はちっぽけな存在だなと感じる時が社会人になった時","結果を考えず波にのる。"
"2022/10/10 14:41","2771","23022317","きっかけは思わぬところから","やると決めたら楽しむ","波が来たら乗る","実績→信頼→自信","人との出会いが何よりも大切"
"2022/10/10 14:41","2770","26021375","弁護士","自分はちっぽけである","役に立てるという実感と喜び","上司は選べない","やるからには楽しむ"
"2022/10/10 14:40","2769","23020413","やると決めたら楽しむ","自分で考え行動する","出来ないと決めつけない","実績を作り、信頼を得る","オファー先に敬意を示す"
"2022/10/10 14:40","2768","23022612","やると決めたら楽しむ","全体を俯瞰視する","決断の連続","成功体験が自信をつけてくれる","理解して細分化する"
"2022/10/10 14:39","2767","25020065","やると決めたらそれを楽しむ","自分で楽しむと決める","自分がちっぽけな存在だと自覚することが大人の始まり","自分で考えて行動することが大切","波に乗るということは誠心誠意、顧客に対応し信頼を得ることである"
"2022/10/10 14:39","2766","29022454","やると決めたら楽しむと決める","第三者の視点で仕事する","来た波には乗る","知らないことに興味をもつ","自分が努力しない限り得られるものは無い"
"2022/10/10 14:38","2765","24021287","自分のスペースでやっていく","やると決めたら楽しむ","自分で考えて自分で行動する","まだまだ伸び代はある","一つ一つのお仕事は真剣勝負"
"2022/10/10 14:38","2764","37022431","やると決めたら楽しむ","依頼者と同じ立場で物事を見るのではなく、全体を俯瞰して何がいいかを考える","決断が鈍るということは、情報が十分に与えられていないということ。","自分が努力したりしない限り、何か得られるものはない。","実績をあげることによって、周囲の信頼を得て、自信に繋げることができる。"
"2022/10/10 14:38","2763","39021011","自分を小さな存在だと感じたときが大人の始まり","実績を上げることで信頼を得ることができ、それが自信につながる。","仕事をオファーしてくれた人に対して誠心誠意応える。","新しいことにチャレンジする","やるときめたら楽しむ"
"2022/10/10 14:38","2762","39022112","やると決めたら楽しむ","自分で考えて行動する","第三者的にものごとを見る","自分が努力しない限り得られるものはない","何事もやり切る"
"2022/10/10 14:38","2761","23022159","ギャップを作らない","来た波には乗る","自分で考えて自分で行動する","信頼が得られると自信につながり、自信は実績につながる","知らないと怖いものはない"
"2022/10/10 14:37","2760","24020439","やると決めたら楽しむ","情報が十分であればけつだんできる","自分がどんな人間かまず知ってもらう","来た波には乗る","自分にしか見えない瞬間"
"2022/10/10 14:37","2759","23021093","法律問題は決断の連続","状況に応じた行動が必要","仕事を通して自分の役割を実感する","自信を付けることが大事","自信がつき、役割を感じるとやりがいも出てくる"
"2022/10/10 14:37","2758","37021491","試験と実務は違うため、やはり試験に受かろうと思うと基礎が大事。","やると決めて勉強を楽しんでいくうちに、気づいたら司法試験に受かってた。","新人のころからボスの指導の下、様々な体験をした。","仕事をしていくうちに、やりたいことが見つかった。","ネットで見聞きするだけではなく、自ら足を運んで知らないことを体験してみることが大事。"
"2022/10/10 14:36","2757","25021005","自分でやると決めたら楽しむ","自分で考えて行動する","新しいことにチャレンジする","目の前にあることを一生懸命する","実績→信頼→自信のキャリアの正のスパイラルが自信につながっていく"
"2022/10/10 14:36","2756","34022270","やりたいこと楽しいことに集中する","やると決めたら楽しむ","依頼者とは違う目線で全体を俯瞰する","自分が不満だったことは学生にしない","聞かれる前に連絡する"
"2022/10/10 14:35","2755","23021510","やると決めたら楽しむ","やりたいこと楽しいことを見つければそれに集中する","自分はこういう人ですということをしっかりとホームページに載せる","自分しか見えない表情を見えた時が嬉しい","自分の知識を誰のために使うのか"
"2022/10/10 14:35","2754","31022051","自分のペースで物事を進める","どうせするなら楽しむ","第三者視点を持つ","成功体験が自分を支える","新しいことにチャレンジする"
"2022/10/10 14:35","2753","24020320","契約者の仕事","経験を知識にする","やってきたことと違うことをやってみる","わかならい所を潰す勉強","来た勢いに乗る"
"2022/10/10 14:34","2752","22022192","ロースクール","やると決めたら楽しむ","司法修習生","顧問弁護士","パートナー弁護士"
"2022/10/10 14:34","2751","26021083","企業で人を育てる","やると決めたら楽しむ","インターンやアルバイトなどの現場に足を運び、自ら体験する","他者の利益のためにマスタリフォーサービスの精神を活用する","自信をつけるためには、実績→信頼→自信のサイクルである"
"2022/10/10 14:33","2750","29022183","皆で支え合うことが大切","やると決めたら楽しめ","俯瞰的に見ることが大切","法律問題は決断の連続","自分がちっぽけだと思う時が大人の始まり"
"2022/10/10 14:33","2749","22021403","社会人になっても留学はできる","やると決めたら楽しむ","関学無しに今の私は語れない","留学はするべき","関学ネットワーク"
"2022/10/10 14:33","2748","26022228","やりたいことに集中すること","やると決めたら楽しむ","自分で考えて自分で行動する","実績をあげて信頼を得て自信を持つ","自分の価値を見つける"
"2022/10/10 14:32","2747","25022443","人と人が社会を作る","忙しい時は心の余裕がなくなると思っておく","マネジメント","ファイナンス","会話と対話"
"2022/10/10 14:32","2746","26021046","やると決めたら楽しむ","第三者的な視点を持つこと","自分で考えて行動することが大切","来た波には乗る","実績信頼自信というキャリアの生のスパイラル"
"2022/10/10 14:32","2745","24022376","やると決めたら楽しむ","自分で考えて、自分で行動する","波が来たら誠意を持って乗る","実績→信頼→自信の正のスパイラル！","好奇心を持って、いろんなことを経験する。"
"2022/10/10 14:31","2744","23021497","弁護士","司法試験","カセットテープ","独立","テレビ"
"2022/10/10 14:31","2743","32022340","自分で決めた事をやり抜く","すべきことは全力で楽しむ","仲間との繋がりを大切にする","こだわりを持って物事をより良くしようとする","ひたむきに努力し続けて信頼を得る姿勢"
"2022/10/10 14:31","2742","23020146","迷ったらやってみる。","流れを大事にする。","自分の特徴はなにか、理解すること。","俯瞰的に見つめることは大事。","努力すること。"
"2022/10/10 14:31","2741","25021142","宣言したものが仕事となることがある","やるとなったら楽しむ","将来を見据えてその人の将来を考える","俯瞰的に自分を見る","自分をちっぽけだと思うのが大人の始まり"
"2022/10/10 14:30","2740","36022356","やると決めたら楽しむ","責任感","来た波に乗る","一つ一つの仕事を丁寧に","自信と実績"
"2022/10/10 14:30","2739","24021378","弁護士の魅力は、人の役に立つのを実感できる","やると決めたら楽しむ","はやい段階から自分で考えて行動する","来た波に対して誠心誠意で答える","実績をあげ信頼を得て自信につながる、この繰り返し"
"2022/10/10 14:30","2738","25022500","やると決めたら楽しむ","第三者の視点","自分で考えて、自分から行動する","波が来たら乗る","全ての出発に感謝"
"2022/10/10 14:30","2737","31021565","楽しむことはとことん楽しむ ","自分の存在がちっぽけに感じたら、大人へ近づいている証拠","波が来たら乗る","実績が信頼を得ることになり、その信頼が自信になり、実績へと繋がるサイクル","好奇心を持ち続ける"
"2022/10/10 14:29","2736","22022005","司法試験","やると決めたら楽しむ、楽しむことを決め切る","弁護士事務所","司法修習生","実績が信頼になり自信につながる"
"2022/10/10 14:29","2735","39022157","自分で考えて自分で行動することが大切","実績、信頼、自信という正のスパイラルが生まれる","やると決めたら楽しむ","来た波に誠心誠意を込めて乗る","自分がちっぽけだと気づいた時が大人の始まり"
"2022/10/10 14:29","2734","26022283","裁判で一番労力を費やすのは書面作り","この世の中は法律で回っている","やりたいこと、楽しいことは夢中になれる","自分がやると決めたら、楽しむ","自分で考えて、自分で行動することが、活躍に繋がる"
"2022/10/10 14:29","2733","23022316","やると決めたら楽しむ","自分に与えられた仕事、任務を最後までやり抜く力の大切さ","人と人とのつながりから生まれる新たな一歩","様々なことに自分から飛び込み色んな世界を見る","来た流れには乗る、そしてそれをきちんと責任をもってやりきる"
"2022/10/10 14:29","2732","23022030","やると決めたことは楽しむ","専門分野というのは自分の好きな物を宣言するところだ","横の繋がりが大切","知識しかない所に事例を与えられるから今でも不安はある","寄り添うより第三者的な視点を持たないとダメ"
"2022/10/10 14:29","2731","27020140","やると決めたら楽しむ","自分がちっぽけに感じたら大人の始まり","波がきたら乗る","実績、信頼、自信","楽しむことは自分の意志で決める"
"2022/10/10 14:28","2730","26022042","やりたいことだけに集中する。","やると決めたら楽しむ。","自分のことをちっぽけに感じる時が来れば大人。","若い時から自分で考えて自分で行動する。","実績、信頼、自信の正のスパイラルを作る。"
"2022/10/10 14:28","2729","26022388","自分で考え、行動に移す","1度やると決めたら、とことん楽しむ","波が来たら乗る","信頼から自信へのスパイラル変化がある","何事にも好奇心をもつ"
"2022/10/10 14:28","2728","23021075","やると決めたらポジティブに楽しむ","企業で人材を育てる","第三者的な視点","来た波にのる","知らないことの方が深い"
"2022/10/10 14:28","2727","26022008","専門分野は自分が好きなことを宣言すること","やると決めたら楽しむ","第三者の目線で俯瞰でみる","実績をあげ、信頼を得て、自信をもつ","人との出会いが大事"
"2022/10/10 14:27","2726","23022460","やると決めたら楽しむ","来た波に乗る","人の役に立つ","テレホンカード","第三者的に全力を尽くす"
"2022/10/10 14:27","2725","29022132","自分のやりたいことをやっていく","やると決めたら楽しむ","発言すること1つがものすごくハードル","今までの経験が役に立つことが出てくる","説得力とかそういうのは若い頃は十分じゃないので不安に思われてしまう"
"2022/10/10 14:27","2724","37022505","弁護と教育は違う","実務は別次元","勉強を楽しむ","女性は資格をとった方がいい","やりたいことをやる"
"2022/10/10 14:25","2723","31022004","最終的な結果まで想像しすぎないレベルで、波に乗ってチャレンジしてみることが大事。波が来たら乗る。波を起こしてる人がいるので、それに対して誠心誠意実績という形で返さなければならない。","やると決めたら楽しむ！楽しむのは自分の意志で決めること。","実績、信頼、自信のキャリアの正のスパイラルを生み出すことが成功の鍵。","若いときは自分の能力によって色々なことをやっていける、できないことを決めるなどしがちだが、人との出会いが自分を助けてくれる。","インターネットだけではなく、好奇心を持ち様々な現場に足を運び自ら体験をしてほしい。"
"2022/10/10 14:25","2722","24021413","どうせやるなら楽しんでやるという精神で勉強","なんでもいいから資格を持っておくと便利","自分で考えて自分で動くことが今の成長に繋がっている","最近は弁護士になれるまでの期間が短くなっている","最初からできないと捉えるのではなく何事も挑戦してみることが大事"
"2022/10/10 14:25","2721","22021518","やると決めたら楽しむと決める","自分の主張を裏付ける準備をする","波が来たら乗る","実績信頼自信","物事を俯瞰的に、第三者的視点で見る"
"2022/10/10 14:25","2720","22022854","仕事は全て真剣勝負","嫌だと思ったらできない","波が来たら乗る","好奇心をもって色んな現場に参加する","やると決めたらたのしむ"
"2022/10/10 14:23","2719","38022564","やると決めたら楽しむということ、そして自分のペースで進んでいくことを大切にしている（いやだと思ったらできない）。あれもこれもやらなきゃとか、難しい試験だよとか言われていたら、多分司法試験の勉強はやめていた。","（しんどかったのは何か？）一時期依頼者の思いを全部抱え込んでしまっていた。→「負けたらどうしよう…」→第三者目線でものを見るように、全力を尽くすようにアドバイスを受けた。→ちょっと違う面から全体を俯瞰して将来を見据えて、その方にとって何がいいかを考えた。","（自信のあること）　もちろん儲かる仕事ではある。ただ、努力しない限り何も得られない。→一つ一つの仕事は真剣勝負だといつも思っている","（自信はどこから来るのか？）まず何か実績を上げる→次に信頼を得る→自信につながる　つまり実績→信頼→自信→実績の正のスパイラルから生まれている。","（Mastery for service) 自分の知識を、自分の利益のためだけではなく、他者のために活用できる方法をいつも探している。"
"2022/10/10 14:23","2718","26022446","巡り合い","友人と助け合うことの大切さ","育てられた環境での成長","自分で考えて行動する","法律の勉強は将来役に立つ"
"2022/10/10 14:23","2717","25022574","やると決めたら楽しむ","何事も俯瞰的に見る","自分で考えて行動","来る波に乗る","周囲からの信頼を自信に変える"
"2022/10/10 14:23","2716","31022374","来た波には乗る","やると決めたら楽しむ","人との出会いが自分を助けてくれる","自分の知識を誰のために使うのか","好奇心を持ち自ら現場に足を運ぶ"
"2022/10/10 14:22","2715","24021131","やると決めたら楽しむ","出会い","一つ一つの仕事が真剣勝負","知識を他者のために活用できる方法を探す","実績、信頼、自信"
"2022/10/10 14:22","2714","29022476","やると決めたら楽しむ","実績を積み重ねることによって自信を得る","依頼をとことん受け入れてお誘いにのる","俯瞰的に物事を見る","目の前のことに集中して努力する"
"2022/10/10 14:21","2713","32022375","企業によって人を育てる。","他者の意見に耳を傾ける。","仕事はすべてが真剣勝負である。","やると決めたらポジティブにやる。","自ら考え、行動にする。"
"2022/10/10 14:21","2712","25021259","やると決めたら楽しむ","第三者目線","自分で考えて行動する","依頼を断らない","現状に満足せず、自分の伸び代を信じる"
"2022/10/10 14:21","2711","38022202","やると決めたら、楽しむと決める。嫌なことだと思いながら何かに取り組むのはもったいないことであり、取り組むと決めたのなら、とことん楽しみながら取り組むことが大切である。","第三者的な視点を持たなければならない。仕事と自分に対して客観的な目を持つことは与えられたことをこなす為に不可欠なことである。","任された仕事をこなすことで次の仕事につながる。これは自分の上司によるが、新人の頃から多くの仕事を任せる上司であるなら、自分で考えて行動する機会が増え、それをこなしていく中で成長する。","来た波にうまく乗る。これはやってきた波に対して、少し力を入れて乗ることではない。ビジネスにおける波は誰かが起こすものであり、その波に乗るとは、誠心誠意をもって協力することを意味している。","楽しむとは自分の意志で決めるものである。だからこそ、大変な道のりでも頑張り続けることができるのである。"
"2022/10/10 14:21","2710","23022389","やると決めたら楽しむ","消去法","弁護士は第三者的視点から見る","対立当事者","来たものよかれ"
"2022/10/10 14:20","2708","36022571","やると決めたら楽しむ","自分の存在がちっぽけだと気づくのは大人の始まり","いいボスに巡り合うのは大事","誠心誠意に実績として残す","やり切る力"
"2022/10/10 14:20","2709","24022172","やると決めたら楽しむ","若い頃は自分がちっぽけだなと思っていない","大きくなっていくにつれ、自分はちっぽけな存在だなと思ってくるようになるが、それが大人の始まりである","自分で考え、自分で行動する力が今に繋がる。","来た波にただ単に乗るのではなく、波を使った人たちに対して、誠心誠意で返さないといけない。"
"2022/10/10 14:20","2707","23020656","自分の知識を他人のために使う","決めたことを楽しくやる","人との出会いは大事","好奇心を持つ","何事も経験する"
"2022/10/10 14:20","2706","38022503","留学","語学学習","資格取得","楽しむ","好奇心"
"2022/10/10 14:20","2705","26022241","自分の存在をちっぽけと感じるのは大人の始まり","やると決めたら楽しむ","実績、信頼、自信の正のスパイラル","聞かれる前に連絡をする","好奇心を持って現場に足を運んで自ら体験して経験してほしい"
"2022/10/10 14:19","2704","26022081","やると決めたら楽しむ","俯瞰的に見る","法律問題は決断の連続","自分で考えて自分で行動する","来た波に乗る"
"2022/10/10 14:19","2703","26021600","学部は消去法でやったことのない法学部に入学した。","やると決めたら楽しむ。","違う面から全体を俯瞰して将来を見据えないと弁護士の意味がない。","自分が努力しない限り何かを得られることはない。","聞かれる前に連絡するのを心がけている。"
"2022/10/10 14:18","2702","39022145","ひとつひとつが真剣勝負","やると決めたら楽しむ","シラバスに忠実に","きた波にのる","否定的でも一旦乗ってみるかの精神"
"2022/10/10 14:18","2701","24022501","専門分野は自分の好きなものを宣言している","やると決めたらやる","一つ一つの仕事は全て真剣勝負","弁護士は人の役に立つことを実感できる仕事","若いうちにたくさんの経験を積む"
"2022/10/10 14:17","2700","26021351","やると決めたら楽しむ","丸投げしてくれるボスは、むしろありがたい","弁護士の仕事は、第三者的に全力を尽くすこと","正しい事実であっても証拠で裏付けることが重要","最終的な結果を想像せずに、とりあえずチャレンジしてみる"
"2022/10/10 14:17","2699","23021203","やると決めたら楽しむ","熱中すると同時に俯瞰的に見る","自分で考えて、行動する","実績、信頼、自信","ある程度波に乗ってみる"
"2022/10/10 14:16","2698","24020786","実務と勉強は違うが、勉強したことが基礎となる","自分のペースで物事をすすめる","やると決めたら楽しむ","一つのきっかけで自分が役に立てると実感できる","今の状況で満足せず、伸び代があると思う"
"2022/10/10 14:16","2697","26022374","ボスから言われたことは全てこなしていた。","ビジネスで大事なことは第三者的に物事を捉えること。","依頼人の表情を変えることがやりがい。","波が来たら乗る。","実績⇒信頼⇒自信のループ"
"2022/10/10 14:16","2696","24021443","専門分野","契約書のチェック","自分との闘い","研修","信頼関係"
"2022/10/10 14:15","2695","39022045","やること見つかったらあとは楽しんでやるだけ","仕事は独りよがりにならず使う人、第三者の視点も必ず考慮すること","もらった仕事はとりあえずやってみて、波に乗ってみる","全ての仕事に全力で真剣勝負すること","実績から信頼が生まれ、その信頼がまた次の実績に繋がっていくという風な感じで仕事のサイクルを組む"
"2022/10/10 14:15","2694","23022454","やると決めたら楽しむ、楽しむと決める","ちっぽけだなと思った時が大人の始まり","将来を見据えて行動する","全ての仕事に真剣に向き合う","好奇心から経験に移す"
"2022/10/10 14:15","2693","36022325","留学はするべきである。","好奇心を持って現場に足を運ぶこと。","仕事にプライドを持っている。","やると決めたら楽しむこと。","自分で考えて自分で行動すること。"
"2022/10/10 14:15","2692","29022133","やると決めたら楽しむ。ただ決めたことをこなすのではなく、どれだけしんどいことでもやると決めたら楽しむ。","大人になるにつれて色々なことを学んで、色々なすごい人と出会うと自分がちっぽけに感じることがある。でもそれは大人になった証拠。","自分で考えて自分で行動することが大切である。そして早くからそれらを行うことで、さらに歳を重ねたときに自分を作り上げるものとなる。","波が来たら乗る。ただ波の乗るだけではなく、誠心誠意向き合い努力することが大切。そしてその波に乗る、つまり挑戦することが大切である。","実績を上げると信頼につながり、信頼を得ると自信につながり、自信は実績につながる。この正の循環の中で大切なのはやり切る力。"
"2022/10/10 14:14","2691","23020549","ちっぽけだけ思うと大人になっていること","波が来たら乗る","来た波には誠心誠意応える","実績、信頼、自信のスパイラル","やりきる力をつける"
"2022/10/10 14:14","2690","23022020","自分のペースを保つ","やりたいことをやる","ひとつひとつ、真面目に真剣に取り組む","第三者の視点から自分のいるところを全体的に俯瞰する","自分に訪れた波に乗る"
"2022/10/10 14:14","2689","22021649","人の役に立てる仕事","追求することを楽しむ力","実績","信頼","自信"
"2022/10/10 14:14","2688","23022619","実際思っている（偏見やバイアス）より、もっと違うものかもしれない。例えば、弁護士の中でも書類の処理だけでも仕事がある。","成り行き（その楽しさ）を持っておく","やると決めたら楽しむ","自分の無力さを痛感する","満足しないこと（やりがいに対する）"
"2022/10/10 14:13","2687","23022453","やると決めたら楽しくやる。","大人になると自分の存在は小さいものと分かる。","自分で行動することが大切。","人とのめぐり逢いが自分を形作る。","国際的なことに興味を持つべきである。"
"2022/10/10 14:13","2686","29022185","やると決めたら楽しむ。","アルバイトなどの経験が役立ち、楽しんで研修をできた。","出来ませんとはいえなかった。全てこなしてた。そう思ってた。","辛さとかの記憶が無いくらい毎日必死でした。","まだあります。伸び代。満足してないです。"
"2022/10/10 14:13","2685","27020734","ある波には乗る","自分が努力しなければ得られるものはない","関学なしで今の私は語れない","やると決めたら楽しむ","自分がちっぽけだなと感じた時は、ある意味大人になっている"
"2022/10/10 14:12","2684","34022141","専門分野とは自分の好きなものを宣言すること、そうすると専門の仕事がやってくる","第三者的に物事を考える、物事を俯瞰して将来のことを一旦考える視点が大切","来た波にはのる、これから何かが始まるキッカケが生まれる。最終的な結果を考えすぎない程度で波に乗ることが大事。","努力をしない限り得られるものがない。ひとつひとつのしごとに真剣に","やると決めたら楽しむ一貫性"
"2022/10/10 14:12","2683","26021167","やると決めたら楽しむ","決断が鈍るのは説明不足","自分で考えて自分で行動すること","来た波には乗る","実績上げる→信頼を得る→自信につながる"
"2022/10/10 14:12","2682","26020099","波が来たら乗る","実績という形で誠心誠意対応する","信頼を得ると自信になる","自分で考えて自分で行動する","やると決めたら楽しむ"
"2022/10/10 14:12","2681","26021198","やると決めたら楽しむ","第三者的な視点","成功体験によって成長できる","リスクを背負ってでも自分をオープンにする","実績→信頼→自信の循環"
